customer_id,customer_name,customer_type,city,state,loyalty_tier
C660,Customer_C660,,Mumbai,Karnataka,silver
C295,Customer_C295,,Delhi,Karnataka,Silver
C4394,Customer_C4394,,Delhi,Maharashtra,Bronze
C602,Customer_C602,,Delhi,West Bengal,
C34,Customer_C34,Retail,Delhi,Karnataka,silver
C305,Customer_C305,Retail,Kolkata,Delhi,Bronze
C2308,Customer_C2308,,Mumbai,Maharashtra,GOLD
C3265,Customer_C3265,Wholesale,,Maharashtra,Gold
C737,Customer_C737,,Bangalore,West Bengal,silver
C5874,Customer_C5874,Retail,Mumbai,Delhi,
C994,Customer_C994,Retail,Delhi,Delhi,Silver
C3008,Customer_C3008,,Mumbai,Maharashtra,
C3788,Customer_C3788,Wholesale,Delhi,Maharashtra,GOLD
C5289,Customer_C5289,Retail,Mumbai,Karnataka,Bronze
C523,Customer_C523,,,Delhi,GOLD
C3075,Customer_C3075,,Mumbai,West Bengal,GOLD
C2270,Customer_C2270,Wholesale,Kolkata,West Bengal,Bronze
C1296,Customer_C1296,Wholesale,Mumbai,Karnataka,Gold
C5427,Customer_C5427,Retail,Mumbai,Maharashtra,GOLD
C4520,Customer_C4520,,Kolkata,Delhi,
C4233,Customer_C4233,,,Maharashtra,
C614,Customer_C614,Retail,Kolkata,Karnataka,
C2452,Customer_C2452,Retail,,West Bengal,Bronze
C3434,Customer_C3434,Wholesale,,Delhi,Bronze
C5069,Customer_C5069,Wholesale,Kolkata,Karnataka,GOLD
C5035,Customer_C5035,Wholesale,Mumbai,Karnataka,GOLD
C1275,Customer_C1275,Retail,Bangalore,Maharashtra,Bronze
C1289,Customer_C1289,Retail,Delhi,Maharashtra,Gold
C398,Customer_C398,,Mumbai,Karnataka,
C1680,Customer_C1680,,Bangalore,Delhi,Gold
C2918,Customer_C2918,Retail,Delhi,West Bengal,Silver
C33,Customer_C33,Wholesale,Kolkata,West Bengal,Silver
C5555,Customer_C5555,Retail,Delhi,Delhi,silver
C3994,Customer_C3994,,,West Bengal,Silver
C107,Customer_C107,Retail,Delhi,Delhi,silver
C851,Customer_C851,Retail,Mumbai,Karnataka,Gold
C4448,Customer_C4448,,Kolkata,Delhi,
C4585,Customer_C4585,Retail,Mumbai,West Bengal,Bronze
C89,Customer_C89,,,West Bengal,
C1787,Customer_C1787,,Bangalore,Maharashtra,GOLD
C2146,Customer_C2146,Wholesale,,Delhi,silver
C4724,Customer_C4724,,Kolkata,Karnataka,silver
C2838,Customer_C2838,Wholesale,Mumbai,Maharashtra,
C3276,Customer_C3276,,Bangalore,Karnataka,Bronze
C2981,Customer_C2981,,Delhi,Delhi,Bronze
C2430,Customer_C2430,,Delhi,West Bengal,GOLD
C1701,Customer_C1701,Retail,,Karnataka,GOLD
C2142,Customer_C2142,,Bangalore,Karnataka,silver
C2237,Customer_C2237,,Mumbai,West Bengal,Silver
C1756,Customer_C1756,Retail,Delhi,West Bengal,GOLD
C274,Customer_C274,Wholesale,Kolkata,West Bengal,Silver
C4812,Customer_C4812,,Bangalore,Delhi,silver
C2213,Customer_C2213,,Delhi,Delhi,GOLD
C3342,Customer_C3342,,,Delhi,Gold
C5628,Customer_C5628,Retail,Kolkata,Karnataka,Silver
C5384,Customer_C5384,,Bangalore,Karnataka,Bronze
C5402,Customer_C5402,Wholesale,Kolkata,Maharashtra,silver
C4294,Customer_C4294,,Kolkata,Delhi,Bronze
C3873,Customer_C3873,Retail,Bangalore,Maharashtra,Bronze
C2696,Customer_C2696,Retail,Bangalore,Karnataka,silver
C2072,Customer_C2072,Retail,Bangalore,West Bengal,Gold
C2540,Customer_C2540,Wholesale,,Delhi,Gold
C1717,Customer_C1717,,Bangalore,West Bengal,silver
C2368,Customer_C2368,Wholesale,Kolkata,Maharashtra,Bronze
C2519,Customer_C2519,Retail,,West Bengal,GOLD
C2257,Customer_C2257,Wholesale,,Karnataka,
C1050,Customer_C1050,Retail,,Karnataka,Gold
C2439,Customer_C2439,Wholesale,Kolkata,Delhi,silver
C327,Customer_C327,Retail,,Delhi,GOLD
C3056,Customer_C3056,Wholesale,Delhi,Delhi,silver
C4572,Customer_C4572,Wholesale,Delhi,Karnataka,
C2574,Customer_C2574,Retail,Kolkata,West Bengal,Gold
C4535,Customer_C4535,,Mumbai,Maharashtra,Silver
C1654,Customer_C1654,Wholesale,Delhi,Delhi,Bronze
C2169,Customer_C2169,,Mumbai,Karnataka,GOLD
C4044,Customer_C4044,Wholesale,Bangalore,Maharashtra,GOLD
C4850,Customer_C4850,,Delhi,Karnataka,
C1271,Customer_C1271,Wholesale,Bangalore,West Bengal,Gold
C1016,Customer_C1016,,Kolkata,Maharashtra,Bronze
C2242,Customer_C2242,,Delhi,Delhi,silver
C1473,Customer_C1473,Wholesale,,West Bengal,Silver
C1339,Customer_C1339,,,Delhi,Gold
C4542,Customer_C4542,Retail,Delhi,Maharashtra,silver
C5768,Customer_C5768,Wholesale,Mumbai,Maharashtra,silver
C188,Customer_C188,,Delhi,West Bengal,Silver
C4949,Customer_C4949,Wholesale,Bangalore,Karnataka,
C4946,Customer_C4946,,Kolkata,Maharashtra,GOLD
C5594,Customer_C5594,,Bangalore,Maharashtra,GOLD
C1943,Customer_C1943,Wholesale,Bangalore,Karnataka,Bronze
C636,Customer_C636,Wholesale,Delhi,West Bengal,Bronze
C67,Customer_C67,,Kolkata,Delhi,Bronze
C1289,Customer_C1289,Wholesale,Bangalore,West Bengal,Silver
C2941,Customer_C2941,,Bangalore,Karnataka,silver
C4823,Customer_C4823,,Kolkata,Karnataka,Bronze
C4851,Customer_C4851,Wholesale,Mumbai,Delhi,Silver
C133,Customer_C133,Wholesale,Bangalore,Delhi,Gold
C1936,Customer_C1936,Wholesale,,Delhi,
C428,Customer_C428,Wholesale,Delhi,Delhi,silver
C697,Customer_C697,Wholesale,Bangalore,Maharashtra,silver
C1292,Customer_C1292,,Mumbai,Delhi,Gold
C3925,Customer_C3925,Retail,Mumbai,Karnataka,GOLD
C5885,Customer_C5885,,Delhi,West Bengal,Gold
C4490,Customer_C4490,,Delhi,Delhi,Bronze
C2612,Customer_C2612,Wholesale,Mumbai,West Bengal,GOLD
C2576,Customer_C2576,Wholesale,Bangalore,Maharashtra,Silver
C3839,Customer_C3839,Retail,Kolkata,Delhi,Bronze
C4986,Customer_C4986,Retail,Bangalore,Delhi,
C1274,Customer_C1274,Wholesale,Mumbai,Karnataka,Bronze
C2865,Customer_C2865,,Mumbai,Delhi,Bronze
C1806,Customer_C1806,Retail,Bangalore,Delhi,
C5344,Customer_C5344,,,West Bengal,Silver
C1828,Customer_C1828,Wholesale,Bangalore,Delhi,GOLD
C2804,Customer_C2804,Wholesale,,West Bengal,silver
C5771,Customer_C5771,Wholesale,Mumbai,Karnataka,Gold
C5742,Customer_C5742,Wholesale,Delhi,Delhi,Gold
C5330,Customer_C5330,,Mumbai,Delhi,GOLD
C4072,Customer_C4072,,,West Bengal,Bronze
C1772,Customer_C1772,Retail,Bangalore,West Bengal,GOLD
C1738,Customer_C1738,,Kolkata,West Bengal,
C448,Customer_C448,,,Maharashtra,GOLD
C5750,Customer_C5750,,Kolkata,Maharashtra,Silver
C3112,Customer_C3112,Wholesale,Bangalore,Maharashtra,Silver
C2943,Customer_C2943,,,Maharashtra,Gold
C660,Customer_C660,Retail,Kolkata,Delhi,Silver
C4447,Customer_C4447,Wholesale,Kolkata,West Bengal,GOLD
C3195,Customer_C3195,,Bangalore,Maharashtra,Bronze
C533,Customer_C533,Wholesale,Kolkata,West Bengal,silver
C4590,Customer_C4590,,Delhi,Karnataka,Bronze
C5029,Customer_C5029,,Bangalore,West Bengal,Bronze
C4125,Customer_C4125,,Kolkata,Maharashtra,Bronze
C2505,Customer_C2505,,Delhi,Karnataka,Bronze
C566,Customer_C566,Retail,Delhi,Karnataka,Silver
C4129,Customer_C4129,,Delhi,Maharashtra,Bronze
C62,Customer_C62,Retail,Bangalore,West Bengal,Silver
C1841,Customer_C1841,Retail,Kolkata,Delhi,
C5057,Customer_C5057,Retail,Bangalore,Karnataka,GOLD
C5711,Customer_C5711,,Kolkata,West Bengal,GOLD
C1073,Customer_C1073,Wholesale,Bangalore,Karnataka,Bronze
C4326,Customer_C4326,Wholesale,Delhi,Maharashtra,GOLD
C3064,Customer_C3064,Wholesale,,Delhi,Gold
C4861,Customer_C4861,,,West Bengal,Silver
C956,Customer_C956,,,Delhi,silver
C638,Customer_C638,Retail,,Delhi,Bronze
C5995,Customer_C5995,Wholesale,Kolkata,Maharashtra,GOLD
C1036,Customer_C1036,,Mumbai,West Bengal,GOLD
C2733,Customer_C2733,Wholesale,Bangalore,Karnataka,
C4707,Customer_C4707,Retail,Mumbai,West Bengal,silver
C4488,Customer_C4488,,Bangalore,Maharashtra,Bronze
C1975,Customer_C1975,Retail,,Karnataka,Gold
C904,Customer_C904,Retail,Kolkata,Maharashtra,Bronze
C3279,Customer_C3279,,Kolkata,Karnataka,GOLD
C3966,Customer_C3966,Retail,Bangalore,Delhi,Gold
C3456,Customer_C3456,,,West Bengal,
C2476,Customer_C2476,Wholesale,Kolkata,Delhi,Gold
C2982,Customer_C2982,Wholesale,Bangalore,Maharashtra,
C4255,Customer_C4255,,Delhi,Maharashtra,Bronze
C324,Customer_C324,Wholesale,Delhi,Delhi,silver
C4811,Customer_C4811,,Bangalore,Karnataka,
C2398,Customer_C2398,Retail,Bangalore,Maharashtra,GOLD
C4395,Customer_C4395,Wholesale,Kolkata,West Bengal,GOLD
C5669,Customer_C5669,,Kolkata,Delhi,
C4339,Customer_C4339,Wholesale,Mumbai,Delhi,Bronze
C1005,Customer_C1005,Wholesale,Delhi,West Bengal,
C5590,Customer_C5590,Retail,,Delhi,
C992,Customer_C992,Retail,Mumbai,West Bengal,
C5727,Customer_C5727,,,West Bengal,Bronze
C3320,Customer_C3320,Wholesale,Kolkata,Karnataka,Bronze
C4819,Customer_C4819,Wholesale,Bangalore,Delhi,
C5278,Customer_C5278,Wholesale,Kolkata,Karnataka,Silver
C5699,Customer_C5699,Retail,Mumbai,Maharashtra,
C5734,Customer_C5734,Wholesale,Bangalore,Maharashtra,Silver
C4261,Customer_C4261,Retail,Mumbai,Maharashtra,Silver
C497,Customer_C497,,,Maharashtra,GOLD
C5425,Customer_C5425,Wholesale,Mumbai,West Bengal,silver
C313,Customer_C313,Wholesale,Kolkata,Delhi,GOLD
C1952,Customer_C1952,Wholesale,,Delhi,Silver
C5855,Customer_C5855,,Kolkata,Maharashtra,
C3321,Customer_C3321,,Delhi,Maharashtra,GOLD
C2484,Customer_C2484,Retail,,Karnataka,
C1980,Customer_C1980,,,West Bengal,silver
C1332,Customer_C1332,Wholesale,Delhi,Delhi,silver
C3800,Customer_C3800,,Mumbai,West Bengal,
C3109,Customer_C3109,Retail,Mumbai,West Bengal,Gold
C5609,Customer_C5609,,Delhi,Maharashtra,GOLD
C570,Customer_C570,,Mumbai,Karnataka,
C33,Customer_C33,Wholesale,Mumbai,West Bengal,
C3679,Customer_C3679,,Bangalore,Karnataka,
C1185,Customer_C1185,Wholesale,Bangalore,Delhi,Gold
C1390,Customer_C1390,,,Maharashtra,
C6000,Customer_C6000,Retail,Kolkata,Delhi,GOLD
C3791,Customer_C3791,Wholesale,Mumbai,West Bengal,GOLD
C647,Customer_C647,Retail,Kolkata,Maharashtra,GOLD
C3126,Customer_C3126,Wholesale,Delhi,Maharashtra,Silver
C5121,Customer_C5121,Retail,,Karnataka,
C882,Customer_C882,Wholesale,Bangalore,Maharashtra,Bronze
C4770,Customer_C4770,,Delhi,Karnataka,Silver
C4914,Customer_C4914,Wholesale,Mumbai,Delhi,Bronze
C1,Customer_C1,Retail,Kolkata,Delhi,silver
C2065,Customer_C2065,Retail,Bangalore,West Bengal,Gold
C2499,Customer_C2499,,Kolkata,Maharashtra,Bronze
C5315,Customer_C5315,Retail,Mumbai,Karnataka,
C3454,Customer_C3454,Retail,Bangalore,Karnataka,Gold
C3263,Customer_C3263,Wholesale,Mumbai,Karnataka,
C3959,Customer_C3959,Wholesale,Kolkata,West Bengal,
C3681,Customer_C3681,Wholesale,Delhi,West Bengal,Bronze
C2374,Customer_C2374,Retail,,Maharashtra,Silver
C4363,Customer_C4363,Retail,Delhi,Maharashtra,Silver
C5322,Customer_C5322,Retail,Kolkata,Karnataka,Gold
C3190,Customer_C3190,Retail,,Karnataka,Silver
C948,Customer_C948,Wholesale,Bangalore,Maharashtra,silver
C1945,Customer_C1945,Wholesale,,Karnataka,
C1111,Customer_C1111,Retail,Mumbai,Maharashtra,GOLD
C1487,Customer_C1487,Retail,Bangalore,Delhi,
C3207,Customer_C3207,Retail,Bangalore,West Bengal,silver
C1685,Customer_C1685,,Delhi,West Bengal,Gold
C2282,Customer_C2282,Wholesale,Bangalore,Maharashtra,
C64,Customer_C64,,Bangalore,West Bengal,
C812,Customer_C812,Wholesale,Kolkata,Maharashtra,silver
C431,Customer_C431,Wholesale,Bangalore,West Bengal,silver
C694,Customer_C694,Retail,,Delhi,GOLD
C950,Customer_C950,,Bangalore,West Bengal,Silver
C5209,Customer_C5209,,Bangalore,Delhi,silver
C3718,Customer_C3718,Retail,Delhi,Karnataka,
C2952,Customer_C2952,,Mumbai,Delhi,Silver
C1211,Customer_C1211,Retail,,Maharashtra,Bronze
C2589,Customer_C2589,,,Karnataka,GOLD
C1762,Customer_C1762,Wholesale,Delhi,Karnataka,silver
C5619,Customer_C5619,Retail,Bangalore,Karnataka,silver
C2118,Customer_C2118,,,Karnataka,Bronze
C1311,Customer_C1311,,,Maharashtra,silver
C2686,Customer_C2686,Retail,Kolkata,Delhi,
C4516,Customer_C4516,Wholesale,,Karnataka,GOLD
C4611,Customer_C4611,,Kolkata,Maharashtra,GOLD
C5555,Customer_C5555,Wholesale,Mumbai,Karnataka,silver
C1421,Customer_C1421,,Kolkata,West Bengal,GOLD
C4024,Customer_C4024,Retail,Kolkata,Maharashtra,GOLD
C4623,Customer_C4623,Retail,Delhi,West Bengal,silver
C911,Customer_C911,Retail,,Delhi,Gold
C1288,Customer_C1288,Retail,Mumbai,Maharashtra,GOLD
C1137,Customer_C1137,,Delhi,West Bengal,
C1336,Customer_C1336,,Kolkata,West Bengal,GOLD
C5153,Customer_C5153,Retail,Mumbai,Delhi,Bronze
C4081,Customer_C4081,Wholesale,Bangalore,Delhi,
C3670,Customer_C3670,Retail,Mumbai,Maharashtra,Silver
C5443,Customer_C5443,,,West Bengal,Gold
C85,Customer_C85,Wholesale,Kolkata,Maharashtra,Silver
C1710,Customer_C1710,,Bangalore,Maharashtra,Gold
C3921,Customer_C3921,Wholesale,Mumbai,Delhi,Bronze
C942,Customer_C942,Retail,,Maharashtra,Bronze
C2964,Customer_C2964,Retail,Mumbai,Karnataka,
C1787,Customer_C1787,Wholesale,Delhi,Karnataka,silver
C3884,Customer_C3884,Wholesale,Bangalore,Karnataka,Bronze
C790,Customer_C790,,Delhi,Karnataka,
C5267,Customer_C5267,Retail,,Karnataka,Bronze
C1151,Customer_C1151,,Bangalore,West Bengal,silver
C2728,Customer_C2728,,Kolkata,Delhi,silver
C3063,Customer_C3063,Retail,,West Bengal,Gold
C557,Customer_C557,Retail,Kolkata,West Bengal,
C2304,Customer_C2304,,Kolkata,Delhi,Silver
C2355,Customer_C2355,Retail,Kolkata,Maharashtra,Gold
C2024,Customer_C2024,,Mumbai,West Bengal,Gold
C887,Customer_C887,Retail,Kolkata,Maharashtra,Bronze
C5278,Customer_C5278,Retail,Mumbai,Delhi,Gold
C346,Customer_C346,Wholesale,,West Bengal,Silver
C5356,Customer_C5356,Retail,Delhi,West Bengal,GOLD
C1568,Customer_C1568,,Bangalore,Karnataka,Bronze
C2072,Customer_C2072,Retail,,West Bengal,GOLD
C1642,Customer_C1642,Retail,Delhi,Karnataka,Gold
C5119,Customer_C5119,Retail,Delhi,West Bengal,Gold
C3381,Customer_C3381,Retail,,West Bengal,GOLD
C2931,Customer_C2931,,Mumbai,West Bengal,Silver
C5856,Customer_C5856,,,Maharashtra,Silver
C64,Customer_C64,,Delhi,Maharashtra,silver
C3607,Customer_C3607,Wholesale,Kolkata,Delhi,silver
C2360,Customer_C2360,,,West Bengal,GOLD
C3142,Customer_C3142,,Delhi,Maharashtra,Bronze
C2037,Customer_C2037,Wholesale,Mumbai,Maharashtra,Silver
C5674,Customer_C5674,Retail,Kolkata,Karnataka,Gold
C5277,Customer_C5277,Retail,Kolkata,Maharashtra,
C2850,Customer_C2850,Retail,,Delhi,silver
C2110,Customer_C2110,,,Delhi,silver
C2732,Customer_C2732,Retail,,Delhi,Silver
C396,Customer_C396,Wholesale,Bangalore,Delhi,Bronze
C1708,Customer_C1708,Wholesale,Mumbai,Karnataka,Bronze
C3818,Customer_C3818,Wholesale,Bangalore,Maharashtra,Bronze
C5013,Customer_C5013,,Mumbai,Delhi,Gold
C4440,Customer_C4440,Wholesale,Mumbai,Maharashtra,
C203,Customer_C203,Wholesale,Bangalore,Delhi,Bronze
C3208,Customer_C3208,Wholesale,Bangalore,Karnataka,GOLD
C1888,Customer_C1888,,Mumbai,West Bengal,
C804,Customer_C804,Retail,Kolkata,Maharashtra,Gold
C3633,Customer_C3633,,Mumbai,Karnataka,Silver
C1982,Customer_C1982,Wholesale,Mumbai,West Bengal,Silver
C3240,Customer_C3240,,,West Bengal,
C4824,Customer_C4824,,Mumbai,Maharashtra,Bronze
C4566,Customer_C4566,,Delhi,Maharashtra,silver
C4134,Customer_C4134,Wholesale,Bangalore,West Bengal,Gold
C3938,Customer_C3938,Wholesale,Kolkata,West Bengal,GOLD
C5839,Customer_C5839,,Bangalore,Karnataka,Silver
C3736,Customer_C3736,Retail,Delhi,Karnataka,Gold
C4833,Customer_C4833,Retail,Mumbai,Karnataka,Silver
C1244,Customer_C1244,,,West Bengal,GOLD
C3595,Customer_C3595,Retail,Delhi,Delhi,Silver
C5813,Customer_C5813,Retail,Delhi,Maharashtra,
C5627,Customer_C5627,Retail,Kolkata,Maharashtra,Bronze
C2264,Customer_C2264,,Delhi,Delhi,
C2726,Customer_C2726,,,West Bengal,Bronze
C1030,Customer_C1030,Wholesale,Bangalore,Karnataka,silver
C2643,Customer_C2643,Retail,Delhi,West Bengal,Bronze
C2619,Customer_C2619,Wholesale,Kolkata,Maharashtra,Bronze
C5838,Customer_C5838,Wholesale,Mumbai,West Bengal,
C989,Customer_C989,Retail,Mumbai,Karnataka,
C3260,Customer_C3260,Retail,Kolkata,West Bengal,
C4207,Customer_C4207,,,Maharashtra,silver
C3560,Customer_C3560,Retail,Bangalore,Maharashtra,GOLD
C2201,Customer_C2201,,Kolkata,Karnataka,Gold
C5990,Customer_C5990,,,West Bengal,Silver
C284,Customer_C284,Wholesale,Kolkata,West Bengal,
C2990,Customer_C2990,Retail,Bangalore,Karnataka,Silver
C1178,Customer_C1178,,Bangalore,West Bengal,Bronze
C3515,Customer_C3515,Wholesale,,Maharashtra,Bronze
C1067,Customer_C1067,,Kolkata,Maharashtra,Bronze
C3462,Customer_C3462,Retail,Delhi,Maharashtra,Silver
C3532,Customer_C3532,Wholesale,Delhi,West Bengal,Silver
C5286,Customer_C5286,Wholesale,,West Bengal,GOLD
C2334,Customer_C2334,Wholesale,Bangalore,Maharashtra,silver
C5369,Customer_C5369,Wholesale,,West Bengal,Gold
C1590,Customer_C1590,,,Delhi,Silver
C2968,Customer_C2968,,Delhi,Maharashtra,
C1432,Customer_C1432,Wholesale,Mumbai,West Bengal,GOLD
C3322,Customer_C3322,Retail,Bangalore,Karnataka,Bronze
C5539,Customer_C5539,Wholesale,Bangalore,Delhi,
C4029,Customer_C4029,Wholesale,Mumbai,Karnataka,GOLD
C5124,Customer_C5124,,Kolkata,West Bengal,silver
C5598,Customer_C5598,,Delhi,West Bengal,
C55,Customer_C55,Retail,Delhi,Delhi,silver
C2345,Customer_C2345,,Bangalore,Maharashtra,GOLD
C4387,Customer_C4387,,Mumbai,Karnataka,Gold
C5906,Customer_C5906,,Kolkata,Delhi,silver
C914,Customer_C914,Wholesale,Kolkata,Delhi,Bronze
C4985,Customer_C4985,Retail,Kolkata,Maharashtra,silver
C2302,Customer_C2302,Wholesale,Kolkata,West Bengal,Silver
C2514,Customer_C2514,Wholesale,Mumbai,West Bengal,Gold
C95,Customer_C95,Retail,Delhi,Delhi,Bronze
C4334,Customer_C4334,Wholesale,Bangalore,Delhi,GOLD
C1703,Customer_C1703,Wholesale,Mumbai,Karnataka,Gold
C5017,Customer_C5017,Wholesale,Kolkata,West Bengal,silver
C412,Customer_C412,Retail,Bangalore,Maharashtra,
C176,Customer_C176,Retail,Bangalore,Maharashtra,silver
C4253,Customer_C4253,Wholesale,Kolkata,Maharashtra,Bronze
C5177,Customer_C5177,Retail,Bangalore,West Bengal,silver
C3827,Customer_C3827,,,Delhi,Bronze
C2169,Customer_C2169,Retail,Kolkata,Delhi,Gold
C3211,Customer_C3211,Wholesale,,Maharashtra,Bronze
C454,Customer_C454,Retail,,West Bengal,Bronze
C22,Customer_C22,,Bangalore,West Bengal,
C4299,Customer_C4299,Wholesale,Kolkata,West Bengal,GOLD
C2098,Customer_C2098,,Kolkata,West Bengal,Silver
C2768,Customer_C2768,Wholesale,Bangalore,Delhi,GOLD
C3825,Customer_C3825,,,Karnataka,
C5386,Customer_C5386,Retail,Kolkata,West Bengal,Silver
C2931,Customer_C2931,,,Delhi,Silver
C4081,Customer_C4081,Retail,Mumbai,Maharashtra,Silver
C426,Customer_C426,Retail,Delhi,Karnataka,Gold
C2331,Customer_C2331,Wholesale,Bangalore,Delhi,GOLD
C2421,Customer_C2421,,Kolkata,Maharashtra,silver
C1192,Customer_C1192,Retail,Kolkata,Delhi,Silver
C3862,Customer_C3862,,Bangalore,West Bengal,GOLD
C3696,Customer_C3696,Retail,,Karnataka,
C2275,Customer_C2275,Retail,Bangalore,Karnataka,Bronze
C1562,Customer_C1562,Retail,Mumbai,Karnataka,Bronze
C4196,Customer_C4196,,Delhi,Maharashtra,
C698,Customer_C698,Wholesale,Delhi,Delhi,
C705,Customer_C705,Retail,,Maharashtra,
C3467,Customer_C3467,Retail,,Delhi,GOLD
C608,Customer_C608,Wholesale,Delhi,Karnataka,silver
C3335,Customer_C3335,Retail,Kolkata,Karnataka,Gold
C2024,Customer_C2024,Retail,Kolkata,Delhi,Bronze
C3185,Customer_C3185,,,West Bengal,
C4089,Customer_C4089,Wholesale,Delhi,Maharashtra,
C2085,Customer_C2085,Retail,Kolkata,Delhi,Silver
C4747,Customer_C4747,,Kolkata,Delhi,Silver
C2600,Customer_C2600,Retail,Kolkata,Karnataka,Bronze
C2263,Customer_C2263,,Mumbai,Delhi,GOLD
C4446,Customer_C4446,,Mumbai,Maharashtra,
C5251,Customer_C5251,,,West Bengal,silver
C3566,Customer_C3566,Wholesale,Bangalore,Delhi,Silver
C626,Customer_C626,Wholesale,,West Bengal,silver
C2030,Customer_C2030,,Kolkata,Maharashtra,Bronze
C3681,Customer_C3681,,Delhi,Maharashtra,Bronze
C3331,Customer_C3331,Retail,Bangalore,Delhi,GOLD
C4874,Customer_C4874,Wholesale,,Delhi,silver
C2142,Customer_C2142,Wholesale,Mumbai,West Bengal,silver
C12,Customer_C12,Wholesale,,Delhi,silver
