payment_id,order_id,payment_method,payment_status,payment_amount,payment_date,order_amount,order_status,_merge,order_exists,amount_match,payment_success,record_status
P99,8863,CARD,SUCCESS,-100.0,2025-12-19,,,left_only,False,False,True,INVALID
P100,6038,CARD,FAILED,4163.0,2025-12-14,,,left_only,False,False,False,INVALID
P101,4430,CARD,SUCCESS,-100.0,2026-01-12,,,left_only,False,False,True,INVALID
P102,8441,UPI,FAILED,2597.0,2026-01-03,,,left_only,False,False,False,INVALID
P103,3060,UPI,SUCCESS,,2026-01-02,3915.0,APPROVED,both,True,False,True,INVALID
P104,7449,COD,SUCCESS,-100.0,2026-01-12,,,left_only,False,False,True,INVALID
P105,3068,COD,FAILED,1016.0,2026-01-06,3160.0,APPROVED,both,True,False,False,INVALID
P106,3863,UPI,SUCCESS,2043.0,2026-01-03,,,left_only,False,False,True,INVALID
P107,8379,COD,FAILED,2003.0,2025-12-23,,,left_only,False,False,False,INVALID
P108,4293,CARD,FAILED,665.0,2026-01-10,,,left_only,False,False,False,INVALID
P109,4963,COD,FAILED,,2026-01-09,,,left_only,False,False,False,INVALID
P110,3910,COD,SUCCESS,4115.0,2026-01-07,,,left_only,False,False,True,INVALID
P111,7326,CARD,SUCCESS,-100.0,2025-12-17,,,left_only,False,False,True,INVALID
P112,3683,UPI,SUCCESS,1160.0,2025-12-16,,,left_only,False,False,True,INVALID
P113,1341,UPI,FAILED,3034.0,2026-01-03,4126.0,APPROVED,both,True,False,False,INVALID
P114,8788,UPI,FAILED,3949.0,2025-12-17,,,left_only,False,False,False,INVALID
P115,3673,CARD,FAILED,,2026-01-10,4083.0,,both,True,False,False,INVALID
P116,7674,UPI,SUCCESS,2124.0,2026-01-09,,,left_only,False,False,True,INVALID
P117,8865,COD,FAILED,1977.0,2026-01-13,,,left_only,False,False,False,INVALID
P118,5705,UPI,SUCCESS,3181.0,2025-12-26,3791.0,PENDING,both,True,False,True,INVALID
P119,8930,COD,FAILED,1636.0,2026-01-02,,,left_only,False,False,False,INVALID
P120,8651,CARD,FAILED,2477.0,2026-01-12,2092.0,PENDING,both,True,False,False,INVALID
P121,8592,UPI,FAILED,4690.0,2025-12-25,2704.0,,both,True,False,False,INVALID
P122,1768,UPI,FAILED,1529.0,2026-01-07,,,left_only,False,False,False,INVALID
P123,2726,UPI,SUCCESS,4255.0,2026-01-11,,,left_only,False,False,True,INVALID
P124,3695,COD,FAILED,-100.0,2025-12-26,,,left_only,False,False,False,INVALID
P125,1394,UPI,FAILED,,2026-01-13,1445.0,CANCELLED,both,True,False,False,INVALID
P126,4121,COD,FAILED,-100.0,2025-12-21,,,left_only,False,False,False,INVALID
P127,9348,UPI,FAILED,4948.0,2026-01-08,3811.0,APPROVED,both,True,False,False,INVALID
P128,4138,UPI,FAILED,,2025-12-25,,,left_only,False,False,False,INVALID
P129,8539,UPI,SUCCESS,-100.0,2025-12-25,,,left_only,False,False,True,INVALID
P130,5867,CARD,FAILED,606.0,2026-01-13,,,left_only,False,False,False,INVALID
P131,3470,CARD,FAILED,,2025-12-20,,,left_only,False,False,False,INVALID
P132,897,COD,SUCCESS,-100.0,2025-12-14,,,left_only,False,False,True,INVALID
P133,441,CARD,FAILED,,2025-12-14,,,left_only,False,False,False,INVALID
P134,8785,CARD,FAILED,1441.0,2025-12-23,,,left_only,False,False,False,INVALID
P135,3838,CARD,SUCCESS,652.0,2025-12-21,,,left_only,False,False,True,INVALID
P136,5618,COD,FAILED,,2026-01-04,,,left_only,False,False,False,INVALID
P137,7838,COD,FAILED,1140.0,2026-01-12,,,left_only,False,False,False,INVALID
P138,3818,UPI,SUCCESS,575.0,2026-01-01,,,left_only,False,False,True,INVALID
P139,1333,UPI,SUCCESS,1560.0,2025-12-18,,,left_only,False,False,True,INVALID
P140,9949,CARD,SUCCESS,,2025-12-27,,,left_only,False,False,True,INVALID
P141,94,UPI,FAILED,,2025-12-29,,,left_only,False,False,False,INVALID
P142,553,UPI,SUCCESS,,2026-01-06,,,left_only,False,False,True,INVALID
P143,6795,UPI,FAILED,4364.0,2025-12-31,,,left_only,False,False,False,INVALID
P144,141,UPI,SUCCESS,2211.0,2026-01-12,,,left_only,False,False,True,INVALID
P145,1305,UPI,FAILED,,2026-01-08,,,left_only,False,False,False,INVALID
P146,4403,CARD,SUCCESS,,2026-01-05,,,left_only,False,False,True,INVALID
P147,410,UPI,SUCCESS,,2025-12-14,,,left_only,False,False,True,INVALID
P148,2572,COD,SUCCESS,1998.0,2025-12-16,,,left_only,False,False,True,INVALID
P149,4409,COD,FAILED,558.0,2026-01-06,,,left_only,False,False,False,INVALID
P150,4649,COD,SUCCESS,,2026-01-09,2597.0,CANCELLED,both,True,False,True,INVALID
P151,6551,CARD,SUCCESS,-100.0,2025-12-27,,,left_only,False,False,True,INVALID
P152,3941,CARD,FAILED,4703.0,2025-12-26,,,left_only,False,False,False,INVALID
P153,8732,UPI,FAILED,4741.0,2026-01-12,,,left_only,False,False,False,INVALID
P154,9881,UPI,FAILED,2745.0,2026-01-05,,,left_only,False,False,False,INVALID
P155,8162,UPI,FAILED,2678.0,2026-01-03,,,left_only,False,False,False,INVALID
P156,1973,COD,SUCCESS,4107.0,2025-12-19,,,left_only,False,False,True,INVALID
P157,3260,UPI,SUCCESS,-100.0,2026-01-10,3647.0,,both,True,False,True,INVALID
P158,8366,CARD,FAILED,4274.0,2026-01-06,,,left_only,False,False,False,INVALID
P159,1947,UPI,SUCCESS,,2025-12-23,,,left_only,False,False,True,INVALID
P160,8829,UPI,SUCCESS,,2025-12-31,,,left_only,False,False,True,INVALID
P161,1304,COD,FAILED,1736.0,2025-12-25,,,left_only,False,False,False,INVALID
P162,5778,CARD,FAILED,4294.0,2026-01-06,791.0,,both,True,False,False,INVALID
P163,5119,UPI,SUCCESS,-100.0,2026-01-11,,,left_only,False,False,True,INVALID
P164,9598,UPI,SUCCESS,-100.0,2025-12-14,,,left_only,False,False,True,INVALID
P165,4399,CARD,SUCCESS,3314.0,2025-12-14,,,left_only,False,False,True,INVALID
P166,1387,COD,FAILED,,2026-01-06,,,left_only,False,False,False,INVALID
P167,3915,CARD,SUCCESS,2810.0,2025-12-31,,,left_only,False,False,True,INVALID
P168,8687,CARD,SUCCESS,3300.0,2025-12-16,,,left_only,False,False,True,INVALID
P169,8569,UPI,FAILED,2214.0,2026-01-02,,,left_only,False,False,False,INVALID
P170,509,COD,FAILED,,2025-12-14,2613.0,APPROVED,both,True,False,False,INVALID
P171,6368,COD,SUCCESS,,2026-01-07,,,left_only,False,False,True,INVALID
P172,1564,UPI,FAILED,,2025-12-14,2976.0,APPROVED,both,True,False,False,INVALID
P173,6809,CARD,SUCCESS,760.0,2025-12-31,,,left_only,False,False,True,INVALID
P174,8273,COD,FAILED,1086.0,2026-01-09,,,left_only,False,False,False,INVALID
P175,5541,CARD,SUCCESS,1592.0,2025-12-19,,,left_only,False,False,True,INVALID
P176,7504,COD,FAILED,3407.0,2025-12-26,,,left_only,False,False,False,INVALID
P177,2336,UPI,SUCCESS,4745.0,2026-01-10,,,left_only,False,False,True,INVALID
P178,2724,COD,FAILED,4619.0,2025-12-22,,,left_only,False,False,False,INVALID
P179,8255,UPI,SUCCESS,3535.0,2025-12-28,,,left_only,False,False,True,INVALID
P180,4884,UPI,FAILED,2980.0,2025-12-15,,,left_only,False,False,False,INVALID
P181,2278,UPI,SUCCESS,504.0,2026-01-11,,,left_only,False,False,True,INVALID
P182,4658,COD,FAILED,2932.0,2026-01-03,2427.0,APPROVED,both,True,False,False,INVALID
P183,5668,CARD,SUCCESS,2712.0,2025-12-22,,,left_only,False,False,True,INVALID
P184,7478,UPI,FAILED,-100.0,2025-12-15,,,left_only,False,False,False,INVALID
P185,9247,CARD,FAILED,2253.0,2026-01-06,,,left_only,False,False,False,INVALID
P186,6831,CARD,SUCCESS,571.0,2026-01-12,,,left_only,False,False,True,INVALID
P187,7209,UPI,FAILED,-100.0,2026-01-04,,,left_only,False,False,False,INVALID
P188,2627,UPI,SUCCESS,845.0,2025-12-17,,,left_only,False,False,True,INVALID
P189,4471,UPI,SUCCESS,978.0,2026-01-01,,,left_only,False,False,True,INVALID
P190,7150,UPI,FAILED,-100.0,2026-01-02,,,left_only,False,False,False,INVALID
P191,7461,UPI,FAILED,1457.0,2025-12-16,1977.0,CANCELLED,both,True,False,False,INVALID
P192,3224,COD,FAILED,660.0,2025-12-20,,,left_only,False,False,False,INVALID
P193,4093,UPI,SUCCESS,2703.0,2026-01-06,,,left_only,False,False,True,INVALID
P194,7718,UPI,SUCCESS,,2025-12-21,723.0,APPROVED,both,True,False,True,INVALID
P195,1847,COD,FAILED,3952.0,2025-12-15,,,left_only,False,False,False,INVALID
P196,8966,COD,SUCCESS,2759.0,2025-12-19,1339.0,PENDING,both,True,False,True,INVALID
P197,4519,COD,SUCCESS,1446.0,2025-12-22,,,left_only,False,False,True,INVALID
P198,9233,COD,FAILED,-100.0,2026-01-06,,,left_only,False,False,False,INVALID
P199,8881,UPI,FAILED,2344.0,2026-01-04,,,left_only,False,False,False,INVALID
P200,7614,UPI,FAILED,-100.0,2025-12-25,,,left_only,False,False,False,INVALID
P201,6827,CARD,FAILED,2231.0,2025-12-20,,,left_only,False,False,False,INVALID
P202,1656,CARD,FAILED,641.0,2025-12-14,2517.0,PENDING,both,True,False,False,INVALID
P203,8785,UPI,FAILED,,2025-12-16,,,left_only,False,False,False,INVALID
P204,8916,COD,FAILED,3477.0,2026-01-09,,,left_only,False,False,False,INVALID
P205,6934,UPI,FAILED,3393.0,2025-12-20,3597.0,APPROVED,both,True,False,False,INVALID
P206,2244,COD,FAILED,,2025-12-24,949.0,CANCELLED,both,True,False,False,INVALID
P207,7234,COD,SUCCESS,-100.0,2026-01-13,3607.0,CANCELLED,both,True,False,True,INVALID
P208,7205,COD,SUCCESS,2130.0,2025-12-22,,,left_only,False,False,True,INVALID
P209,6074,COD,SUCCESS,-100.0,2025-12-28,,,left_only,False,False,True,INVALID
P210,1361,COD,SUCCESS,1641.0,2025-12-16,3869.0,APPROVED,both,True,False,True,INVALID
P211,8255,UPI,SUCCESS,3130.0,2026-01-07,,,left_only,False,False,True,INVALID
P212,2933,COD,FAILED,,2025-12-21,1383.0,CANCELLED,both,True,False,False,INVALID
P213,5319,UPI,FAILED,1626.0,2025-12-30,,,left_only,False,False,False,INVALID
P214,5827,CARD,FAILED,3870.0,2025-12-22,,,left_only,False,False,False,INVALID
P215,3731,UPI,SUCCESS,,2026-01-09,,,left_only,False,False,True,INVALID
P216,8188,CARD,SUCCESS,-100.0,2025-12-21,,,left_only,False,False,True,INVALID
P217,9418,UPI,SUCCESS,-100.0,2026-01-01,,,left_only,False,False,True,INVALID
P218,7342,UPI,FAILED,,2026-01-01,,,left_only,False,False,False,INVALID
P219,6387,CARD,FAILED,,2025-12-19,1313.0,PENDING,both,True,False,False,INVALID
P220,6503,COD,FAILED,,2025-12-26,,,left_only,False,False,False,INVALID
P221,9522,COD,FAILED,,2025-12-15,,,left_only,False,False,False,INVALID
P222,2926,COD,SUCCESS,-100.0,2025-12-17,,,left_only,False,False,True,INVALID
P223,3000,UPI,SUCCESS,-100.0,2026-01-06,,,left_only,False,False,True,INVALID
P224,110,CARD,FAILED,-100.0,2025-12-30,,,left_only,False,False,False,INVALID
P225,1311,COD,FAILED,1036.0,2026-01-01,,,left_only,False,False,False,INVALID
P226,4242,UPI,FAILED,1697.0,2025-12-14,,,left_only,False,False,False,INVALID
P227,2795,UPI,FAILED,-100.0,2026-01-02,,,left_only,False,False,False,INVALID
P228,3523,UPI,SUCCESS,4083.0,2026-01-11,,,left_only,False,False,True,INVALID
P229,4631,CARD,FAILED,4482.0,2025-12-19,1960.0,APPROVED,both,True,False,False,INVALID
P230,8207,UPI,FAILED,2592.0,2025-12-17,,,left_only,False,False,False,INVALID
P231,5168,COD,FAILED,2016.0,2026-01-01,,,left_only,False,False,False,INVALID
P232,8930,COD,FAILED,,2025-12-22,,,left_only,False,False,False,INVALID
P233,4607,COD,SUCCESS,3942.0,2025-12-23,,,left_only,False,False,True,INVALID
P234,1836,CARD,FAILED,4955.0,2025-12-15,4207.0,PENDING,both,True,False,False,INVALID
P235,4601,CARD,FAILED,2047.0,2026-01-13,,,left_only,False,False,False,INVALID
P236,4856,UPI,FAILED,2915.0,2025-12-23,,,left_only,False,False,False,INVALID
P237,7296,CARD,FAILED,-100.0,2025-12-15,,,left_only,False,False,False,INVALID
P238,5585,UPI,FAILED,,2025-12-23,4458.0,,both,True,False,False,INVALID
P239,6953,COD,FAILED,-100.0,2025-12-29,3886.0,CANCELLED,both,True,False,False,INVALID
P240,213,COD,SUCCESS,-100.0,2025-12-24,3729.0,CANCELLED,both,True,False,True,INVALID
P241,6788,COD,SUCCESS,1338.0,2025-12-26,,,left_only,False,False,True,INVALID
P242,4600,UPI,SUCCESS,1974.0,2026-01-11,4193.0,PENDING,both,True,False,True,INVALID
P243,2289,UPI,FAILED,,2025-12-31,3084.0,APPROVED,both,True,False,False,INVALID
P244,2289,UPI,FAILED,,2026-01-08,3084.0,APPROVED,both,True,False,False,INVALID
P245,3923,COD,SUCCESS,-100.0,2026-01-05,,,left_only,False,False,True,INVALID
P246,2721,UPI,FAILED,,2025-12-17,,,left_only,False,False,False,INVALID
P247,5309,COD,SUCCESS,2640.0,2025-12-31,,,left_only,False,False,True,INVALID
P248,9635,UPI,SUCCESS,,2025-12-21,,,left_only,False,False,True,INVALID
P249,9485,COD,FAILED,1608.0,2026-01-05,,,left_only,False,False,False,INVALID
P250,4479,CARD,FAILED,,2026-01-01,,,left_only,False,False,False,INVALID
P251,3256,COD,SUCCESS,,2025-12-23,,,left_only,False,False,True,INVALID
P252,5976,COD,FAILED,-100.0,2025-12-21,,,left_only,False,False,False,INVALID
P253,4566,COD,FAILED,1834.0,2025-12-20,,,left_only,False,False,False,INVALID
P254,2060,COD,SUCCESS,-100.0,2025-12-31,,,left_only,False,False,True,INVALID
P255,3052,CARD,FAILED,2561.0,2026-01-11,,,left_only,False,False,False,INVALID
P256,7772,COD,FAILED,,2025-12-28,2035.0,PENDING,both,True,False,False,INVALID
P257,4904,COD,SUCCESS,2694.0,2025-12-22,2579.0,APPROVED,both,True,False,True,INVALID
P258,1618,UPI,SUCCESS,-100.0,2026-01-06,,,left_only,False,False,True,INVALID
P259,7731,COD,SUCCESS,,2026-01-02,771.0,CANCELLED,both,True,False,True,INVALID
P260,1038,UPI,SUCCESS,,2025-12-22,,,left_only,False,False,True,INVALID
P261,4226,COD,SUCCESS,4109.0,2025-12-21,,,left_only,False,False,True,INVALID
P262,3615,CARD,FAILED,-100.0,2025-12-30,,,left_only,False,False,False,INVALID
P263,8546,COD,FAILED,,2026-01-09,,,left_only,False,False,False,INVALID
P264,9264,UPI,SUCCESS,-100.0,2025-12-26,,,left_only,False,False,True,INVALID
P265,6297,UPI,FAILED,,2026-01-12,,,left_only,False,False,False,INVALID
P266,846,UPI,SUCCESS,-100.0,2026-01-01,,,left_only,False,False,True,INVALID
P267,3581,COD,SUCCESS,-100.0,2025-12-20,,,left_only,False,False,True,INVALID
P268,7245,CARD,FAILED,3312.0,2025-12-24,,,left_only,False,False,False,INVALID
P269,3965,COD,FAILED,-100.0,2026-01-07,,,left_only,False,False,False,INVALID
P270,8132,CARD,FAILED,-100.0,2025-12-26,4703.0,PENDING,both,True,False,False,INVALID
P271,4192,CARD,FAILED,4267.0,2025-12-25,,,left_only,False,False,False,INVALID
P272,7346,CARD,FAILED,771.0,2025-12-14,,,left_only,False,False,False,INVALID
P273,1551,CARD,FAILED,,2026-01-13,2450.0,APPROVED,both,True,False,False,INVALID
P274,7574,CARD,FAILED,-100.0,2025-12-19,,,left_only,False,False,False,INVALID
P275,8022,COD,FAILED,3011.0,2025-12-22,,,left_only,False,False,False,INVALID
P276,4152,CARD,SUCCESS,2868.0,2025-12-15,,,left_only,False,False,True,INVALID
P277,1994,CARD,SUCCESS,924.0,2026-01-03,,,left_only,False,False,True,INVALID
P278,7696,CARD,FAILED,,2026-01-04,,,left_only,False,False,False,INVALID
P279,8951,CARD,FAILED,,2026-01-05,,,left_only,False,False,False,INVALID
P280,1099,COD,SUCCESS,,2026-01-04,,,left_only,False,False,True,INVALID
P281,9699,COD,SUCCESS,-100.0,2026-01-09,,,left_only,False,False,True,INVALID
P282,8837,UPI,FAILED,2008.0,2025-12-31,,,left_only,False,False,False,INVALID
P283,2501,UPI,FAILED,,2025-12-25,,,left_only,False,False,False,INVALID
P284,5476,CARD,SUCCESS,3415.0,2025-12-22,,,left_only,False,False,True,INVALID
P285,9655,COD,FAILED,-100.0,2025-12-22,,,left_only,False,False,False,INVALID
P286,980,CARD,FAILED,4324.0,2026-01-06,,,left_only,False,False,False,INVALID
P287,548,UPI,FAILED,2666.0,2026-01-01,,,left_only,False,False,False,INVALID
P288,7973,COD,FAILED,,2025-12-30,,,left_only,False,False,False,INVALID
P289,7275,UPI,FAILED,-100.0,2026-01-02,,,left_only,False,False,False,INVALID
P290,2144,COD,SUCCESS,,2026-01-03,4017.0,PENDING,both,True,False,True,INVALID
P291,7671,CARD,SUCCESS,963.0,2025-12-18,,,left_only,False,False,True,INVALID
P292,9421,CARD,FAILED,,2026-01-09,,,left_only,False,False,False,INVALID
P293,4937,CARD,SUCCESS,,2025-12-27,,,left_only,False,False,True,INVALID
P294,6139,COD,SUCCESS,,2026-01-10,,,left_only,False,False,True,INVALID
P295,3903,UPI,FAILED,1765.0,2026-01-03,,,left_only,False,False,False,INVALID
P296,7385,UPI,SUCCESS,2050.0,2026-01-13,,,left_only,False,False,True,INVALID
P297,520,CARD,FAILED,-100.0,2025-12-26,3684.0,PENDING,both,True,False,False,INVALID
P298,1222,COD,SUCCESS,3257.0,2025-12-30,,,left_only,False,False,True,INVALID
P299,1557,UPI,SUCCESS,-100.0,2025-12-15,3113.0,PENDING,both,True,False,True,INVALID
P300,7476,COD,SUCCESS,-100.0,2025-12-24,,,left_only,False,False,True,INVALID
P301,4831,COD,SUCCESS,,2025-12-23,,,left_only,False,False,True,INVALID
P302,7203,UPI,FAILED,1513.0,2026-01-06,,,left_only,False,False,False,INVALID
P303,8255,CARD,SUCCESS,,2025-12-26,,,left_only,False,False,True,INVALID
P304,5671,CARD,SUCCESS,3358.0,2025-12-31,3258.0,PENDING,both,True,False,True,INVALID
P305,9717,COD,SUCCESS,1994.0,2026-01-12,,,left_only,False,False,True,INVALID
P306,2828,UPI,SUCCESS,4096.0,2025-12-27,1758.0,,both,True,False,True,INVALID
P307,3865,CARD,SUCCESS,,2025-12-14,,,left_only,False,False,True,INVALID
P308,1269,UPI,SUCCESS,1538.0,2026-01-13,,,left_only,False,False,True,INVALID
P309,3680,UPI,FAILED,812.0,2025-12-22,3380.0,CANCELLED,both,True,False,False,INVALID
P310,8028,COD,SUCCESS,3084.0,2026-01-02,,,left_only,False,False,True,INVALID
P311,2850,CARD,SUCCESS,,2025-12-20,,,left_only,False,False,True,INVALID
