order_id,order_date,customer_id,store_id,region,order_amount,order_status,customer_valid,store_valid,record_status
95,2025-03-01,C2405,S519,South,-100.0,,True,False,INVALID
96,2025-05-27,C228,S555,North,1661.0,PENDING,True,False,INVALID
97,2025-01-22,C92,S599,North,2466.0,approved,False,False,INVALID
99,2025-06-22,C349,S239,West,-100.0,Pending,False,True,INVALID
103,2025-08-29,C972,S397,,-100.0,Approved,False,True,INVALID
104,2025-07-28,C1553,S180,,-100.0,approved,False,True,INVALID
105,2025-07-31,C1583,S545,South,,Cancelled,True,False,INVALID
108,2025-01-02,C1125,S482,North,,approved,False,True,INVALID
109,2025-05-31,C687,S529,,,approved,True,False,INVALID
110,2025-04-23,C2764,S108,East,,Approved,False,True,INVALID
112,2025-01-16,C1836,S402,,,,False,True,INVALID
114,2025-05-23,C2165,S511,North,,Approved,True,False,INVALID
118,2025-02-27,C670,S245,North,,PENDING,False,True,INVALID
119,2025-01-10,C756,S167,,,,False,True,INVALID
121,2025-01-14,C996,S593,West,3204.0,approved,True,False,INVALID
129,2025-03-20,C2674,S258,South,4916.0,Pending,False,True,INVALID
133,2025-12-19,C1795,S461,West,-100.0,Approved,False,True,INVALID
135,2025-12-14,C1999,S594,North,,approved,True,False,INVALID
137,2025-09-28,C439,S558,,4696.0,Approved,True,False,INVALID
140,2025-05-24,C966,S247,West,2861.0,approved,False,True,INVALID
142,2025-10-30,C390,S240,East,3669.0,PENDING,False,True,INVALID
147,2025-09-12,C1446,S568,,-100.0,Approved,False,False,INVALID
148,2025-11-05,C938,S557,North,,Approved,True,False,INVALID
151,2025-06-20,C1315,S542,East,,,True,False,INVALID
157,2025-07-03,C5,S503,West,3449.0,PENDING,True,False,INVALID
162,2025-12-26,C256,S587,South,-100.0,Approved,True,False,INVALID
164,2025-03-11,C729,S522,East,,Pending,True,False,INVALID
167,2025-01-18,C2261,S304,North,3371.0,,False,True,INVALID
168,2025-07-11,C1972,S486,South,4601.0,,False,True,INVALID
171,2025-02-18,C846,S188,North,634.0,Cancelled,False,True,INVALID
172,2025-04-20,C2022,S564,South,,PENDING,True,False,INVALID
176,2025-06-05,C1496,S526,West,4744.0,Pending,True,False,INVALID
177,2025-05-22,C1598,S554,South,3720.0,Cancelled,True,False,INVALID
180,2025-01-18,C300,S344,North,2919.0,PENDING,False,True,INVALID
186,2025-03-08,C2422,S246,West,,Approved,False,True,INVALID
187,2025-07-21,C1567,S502,North,-100.0,,True,False,INVALID
190,2025-03-30,C1819,S86,,4588.0,approved,False,True,INVALID
194,2025-03-25,C2025,S30,East,,Cancelled,False,True,INVALID
198,2025-08-20,C575,S302,East,-100.0,,False,True,INVALID
199,2025-10-07,C619,S136,South,-100.0,,False,True,INVALID
202,2025-04-23,C2018,S471,North,,Pending,False,True,INVALID
206,2025-05-06,C2453,S153,West,,Cancelled,False,True,INVALID
214,2025-01-04,C2920,S524,,,Approved,True,False,INVALID
217,2025-01-01,C105,S546,North,-100.0,Pending,True,False,INVALID
220,2025-10-08,C2727,S264,South,532.0,approved,False,True,INVALID
222,2025-01-23,C1113,S197,,,Approved,False,True,INVALID
229,2025-04-24,C1656,S590,South,-100.0,Pending,True,False,INVALID
233,2025-06-06,C2309,S543,,,,False,False,INVALID
234,2025-05-12,C481,S572,North,3527.0,,False,False,INVALID
236,2025-02-01,C1589,S539,South,-100.0,Approved,False,False,INVALID
240,2025-11-28,C1172,S233,North,-100.0,Cancelled,False,True,INVALID
241,2025-02-02,C2328,S343,East,1007.0,Cancelled,False,True,INVALID
243,2025-04-17,C1276,S547,,3931.0,Approved,True,False,INVALID
248,2025-11-02,C2811,S198,North,2275.0,Pending,False,True,INVALID
249,2025-09-04,C1069,S516,West,-100.0,PENDING,True,False,INVALID
250,2025-05-26,C600,S543,West,,,False,False,INVALID
251,2025-09-05,C672,S68,,2787.0,Cancelled,False,True,INVALID
260,invalid_date,C390,S182,South,-100.0,Approved,False,True,INVALID
261,2025-11-09,C1543,S597,,,PENDING,True,False,INVALID
265,2025-05-02,C2091,S127,,,Approved,False,True,INVALID
267,2025-09-21,C401,S506,North,2775.0,Cancelled,True,False,INVALID
272,2025-08-05,C2234,S220,North,,,False,True,INVALID
274,2025-12-26,C2904,S565,South,,Pending,False,False,INVALID
275,2025-08-02,C2929,S538,,,Approved,True,False,INVALID
277,2025-03-01,C853,S464,,,PENDING,False,True,INVALID
279,2025-02-16,C1589,S245,West,,Cancelled,False,True,INVALID
280,2025-04-20,C913,S360,,,PENDING,False,True,INVALID
284,invalid_date,C2745,S232,South,,Cancelled,False,True,INVALID
285,2025-09-09,C1243,S564,North,-100.0,Approved,True,False,INVALID
287,2025-06-13,C308,S548,,,PENDING,True,False,INVALID
289,2025-08-22,C1096,S466,South,-100.0,Pending,False,True,INVALID
290,2025-03-10,C1020,S323,,3013.0,PENDING,False,True,INVALID
291,2025-04-30,C1312,S62,East,-100.0,PENDING,False,True,INVALID
294,2025-10-04,C837,S525,West,-100.0,PENDING,False,False,INVALID
295,2025-06-03,C1214,S351,,,PENDING,False,True,INVALID
296,2025-09-28,C2238,S301,South,4676.0,Cancelled,False,True,INVALID
297,2026-01-01,C390,S61,South,,PENDING,False,True,INVALID
299,2025-11-22,C2861,S217,East,,Approved,False,True,INVALID
303,2025-07-26,C1596,S485,South,-100.0,Pending,False,True,INVALID
304,2025-01-08,C1868,S258,West,-100.0,approved,False,True,INVALID
305,2025-06-19,C2252,S428,North,1254.0,approved,False,True,INVALID
306,2025-08-21,C521,S589,West,2365.0,approved,True,False,INVALID
307,2025-02-28,C1237,S537,West,,,True,False,INVALID
309,2025-01-04,C2343,S81,South,,Pending,False,True,INVALID
311,2025-12-19,C89,S568,East,-100.0,PENDING,True,False,INVALID
313,2025-10-17,C498,S574,North,-100.0,approved,True,False,INVALID
314,2025-03-21,C1143,S289,South,4943.0,approved,False,True,INVALID
316,invalid_date,C559,S75,North,,Cancelled,False,True,INVALID
318,2025-07-29,C791,S587,East,-100.0,PENDING,True,False,INVALID
319,2025-04-18,C409,S50,East,,approved,False,True,INVALID
323,2025-12-09,C386,S93,,-100.0,Cancelled,False,True,INVALID
324,2025-04-30,C2157,S353,North,-100.0,PENDING,False,True,INVALID
328,2025-11-27,C1356,S537,West,-100.0,,True,False,INVALID
330,2025-05-04,C2953,S557,,,Approved,True,False,INVALID
331,2025-07-04,C2063,S537,West,-100.0,PENDING,True,False,INVALID
334,2025-09-08,C650,S465,South,-100.0,approved,False,True,INVALID
335,2025-05-05,C1017,S516,,-100.0,Approved,True,False,INVALID
340,2025-05-11,C1255,S237,West,1318.0,approved,False,True,INVALID
342,2025-09-06,C1388,S490,North,,,False,True,INVALID
343,2025-09-18,C282,S521,West,-100.0,approved,True,False,INVALID
344,2025-01-28,C1609,S597,East,-100.0,,True,False,INVALID
345,2025-05-31,C1239,S261,East,,approved,False,True,INVALID
346,2025-11-30,C1161,S517,South,-100.0,PENDING,False,False,INVALID
349,2025-04-07,C2637,S535,West,,approved,True,False,INVALID
355,2025-07-05,C2880,S508,East,953.0,,True,False,INVALID
356,2025-08-18,C2257,S551,,-100.0,Approved,True,False,INVALID
360,2025-03-13,C202,S547,West,1878.0,,False,False,INVALID
367,2025-03-10,C1372,S549,North,,,False,False,INVALID
376,2025-06-02,C423,S301,,-100.0,,False,True,INVALID
381,2025-04-29,C2336,S201,West,,Approved,False,True,INVALID
388,2025-08-06,C1280,S423,,4882.0,approved,False,True,INVALID
393,2025-06-04,C177,S294,North,,Approved,False,True,INVALID
394,2025-12-08,C2074,S161,West,,Pending,False,True,INVALID
395,2025-06-20,C1922,S530,East,601.0,PENDING,True,False,INVALID
396,2025-09-13,C1971,S206,West,-100.0,Approved,False,True,INVALID
402,2025-12-10,C991,S403,,,,False,True,INVALID
403,2025-09-24,C2467,S568,,-100.0,Cancelled,True,False,INVALID
404,2025-10-03,C290,S181,North,599.0,approved,False,True,INVALID
408,2025-07-09,C475,S262,East,,Pending,False,True,INVALID
409,invalid_date,C60,S122,,3232.0,PENDING,False,True,INVALID
410,2025-11-20,C1087,S179,North,-100.0,PENDING,False,True,INVALID
414,2025-11-21,C2916,S421,East,1357.0,Cancelled,False,True,INVALID
415,2025-09-25,C75,S421,South,3427.0,Pending,False,True,INVALID
416,2025-01-15,C2267,S550,West,2158.0,approved,True,False,INVALID
418,2025-04-09,C2521,S227,South,-100.0,Pending,False,True,INVALID
420,2025-03-17,C1491,S434,North,,PENDING,False,True,INVALID
422,2025-03-27,C117,S546,South,1106.0,,True,False,INVALID
423,2025-10-28,C1693,S568,West,,,False,False,INVALID
425,2025-05-07,C2013,S489,West,-100.0,,False,True,INVALID
426,2025-09-19,C2173,S120,East,-100.0,PENDING,False,True,INVALID
428,2025-04-24,C2152,S577,West,-100.0,Pending,True,False,INVALID
429,2025-05-18,C181,S234,South,-100.0,Pending,False,True,INVALID
433,2025-11-14,C1626,S503,South,,Pending,False,False,INVALID
435,2025-05-28,C2843,S591,East,2514.0,approved,True,False,INVALID
438,2025-07-24,C2162,S556,East,-100.0,Cancelled,False,False,INVALID
439,2025-08-29,C2473,S528,East,2194.0,Approved,True,False,INVALID
442,2025-10-13,C1977,S513,West,,Pending,False,False,INVALID
443,2025-06-19,C2160,S233,West,-100.0,,False,True,INVALID
445,2025-04-24,C1318,S273,North,-100.0,approved,False,True,INVALID
447,2025-04-17,C199,S544,North,-100.0,,True,False,INVALID
448,2025-12-20,C493,S195,West,1399.0,PENDING,False,True,INVALID
450,2025-12-30,C1596,S595,East,,PENDING,False,False,INVALID
451,2025-10-22,C1971,S539,North,-100.0,approved,False,False,INVALID
452,2025-05-16,C2424,S508,South,-100.0,Cancelled,True,False,INVALID
454,2025-04-24,C1753,S80,South,-100.0,Approved,False,True,INVALID
456,2025-03-17,C44,S574,North,720.0,Cancelled,False,False,INVALID
459,2025-06-28,C2590,S328,South,-100.0,,False,True,INVALID
462,2025-01-23,C1327,S400,East,,Approved,False,True,INVALID
463,2025-10-27,C2727,S407,,,Approved,False,True,INVALID
464,2025-01-05,C2325,S160,East,-100.0,,False,True,INVALID
466,2025-11-08,C843,S514,East,-100.0,approved,False,False,INVALID
467,invalid_date,C1253,S74,East,,Cancelled,False,True,INVALID
469,2025-01-15,C75,S524,South,-100.0,Pending,False,False,INVALID
472,2025-06-10,C2120,S548,West,1175.0,Pending,True,False,INVALID
473,2025-12-27,C1309,S284,West,2482.0,Pending,False,True,INVALID
474,2025-08-13,C2247,S525,East,,Pending,True,False,INVALID
475,2025-01-25,C524,S511,North,,PENDING,True,False,INVALID
477,invalid_date,C2074,S127,East,,Approved,False,True,INVALID
480,2025-08-02,C2217,S276,South,3315.0,PENDING,False,True,INVALID
481,2025-06-27,C1912,S553,North,,approved,False,False,INVALID
482,2025-08-04,C2228,S587,North,,Cancelled,False,False,INVALID
484,2025-11-17,C2017,S562,South,-100.0,Cancelled,True,False,INVALID
486,2025-08-25,C2707,S80,East,,Approved,False,True,INVALID
488,2025-04-15,C1344,S567,East,,Cancelled,False,False,INVALID
489,2025-10-31,C1819,S30,North,,Approved,False,True,INVALID
492,2025-05-03,C373,S586,,-100.0,Approved,True,False,INVALID
493,2025-07-13,C1668,S221,West,3452.0,Pending,False,True,INVALID
495,2025-01-24,C1281,S589,,2973.0,Cancelled,True,False,INVALID
500,2025-09-28,C1391,S501,West,-100.0,Pending,True,False,INVALID
501,2025-11-04,C2656,S496,West,4105.0,Cancelled,False,True,INVALID
502,2025-06-01,C1179,S140,South,,PENDING,False,True,INVALID
504,2025-12-19,C2776,S566,South,2910.0,Cancelled,True,False,INVALID
512,2025-02-23,C1984,S48,,-100.0,,False,True,INVALID
513,2025-01-18,C2666,S577,West,-100.0,Pending,True,False,INVALID
515,2025-02-16,C1743,S200,East,-100.0,PENDING,False,True,INVALID
522,2025-04-30,C255,S557,South,3686.0,Pending,True,False,INVALID
524,2025-08-02,C1188,S585,,-100.0,PENDING,True,False,INVALID
526,2025-04-03,C2354,S471,West,3203.0,,False,True,INVALID
531,2025-02-12,C393,S389,,1161.0,Approved,False,True,INVALID
534,2025-04-24,C7,S580,,,Pending,True,False,INVALID
535,2025-10-19,C2280,S562,,,Cancelled,True,False,INVALID
540,2025-05-30,C2684,S314,North,3069.0,approved,False,True,INVALID
542,2025-05-06,C254,S552,South,1087.0,approved,False,False,INVALID
543,invalid_date,C2369,S596,North,711.0,Pending,False,False,INVALID
544,2025-07-24,C1454,S520,East,1502.0,Approved,True,False,INVALID
545,2025-07-26,C51,S478,South,,,False,True,INVALID
546,2025-03-15,C1847,S568,North,-100.0,Pending,True,False,INVALID
548,2025-11-14,C491,S568,South,-100.0,approved,False,False,INVALID
549,2025-04-09,C599,S555,East,2638.0,Pending,False,False,INVALID
554,2025-09-10,C2821,S597,North,-100.0,PENDING,True,False,INVALID
556,2025-01-03,C2134,S530,North,3328.0,Cancelled,True,False,INVALID
557,2025-09-29,C255,S597,South,3361.0,,True,False,INVALID
558,2025-01-27,C2737,S137,,-100.0,PENDING,False,True,INVALID
567,2025-06-11,C1011,S532,West,3431.0,,True,False,INVALID
569,2025-06-04,C1255,S324,North,-100.0,,False,True,INVALID
570,2025-02-03,C2556,S458,North,4326.0,approved,False,True,INVALID
572,2025-03-28,C1900,S157,North,4520.0,Approved,False,True,INVALID
573,2025-10-20,C860,S557,North,,Approved,True,False,INVALID
574,2025-07-19,C1944,S190,East,3353.0,approved,False,True,INVALID
575,2025-08-16,C155,S598,South,4441.0,approved,True,False,INVALID
577,invalid_date,C1865,S512,West,-100.0,,True,False,INVALID
579,2025-05-24,C1970,S540,East,,approved,True,False,INVALID
580,2025-11-23,C2790,S580,South,2246.0,approved,False,False,INVALID
582,2025-01-28,C1245,S567,East,-100.0,Approved,True,False,INVALID
585,2025-04-29,C409,S112,,-100.0,Cancelled,False,True,INVALID
589,2025-12-24,C2376,S219,South,4628.0,,False,True,INVALID
590,2025-01-19,C1405,S517,,1102.0,Cancelled,True,False,INVALID
592,2025-07-30,C239,S336,East,4067.0,Cancelled,False,True,INVALID
593,2025-06-15,C823,S284,West,-100.0,approved,False,True,INVALID
594,2025-12-29,C820,S433,West,,approved,False,True,INVALID
595,2025-03-24,C2036,S540,,3081.0,approved,True,False,INVALID
600,2025-02-14,C1256,S129,West,,PENDING,False,True,INVALID
602,2025-05-04,C1999,S533,East,,Approved,True,False,INVALID
603,2025-05-04,C2739,S170,West,-100.0,Cancelled,False,True,INVALID
604,2025-07-16,C676,S2,North,,Pending,False,True,INVALID
606,2025-05-24,C882,S583,North,1926.0,Cancelled,True,False,INVALID
607,2025-07-09,C1552,S363,,-100.0,Pending,False,True,INVALID
609,2025-07-10,C1410,S375,West,-100.0,Cancelled,False,True,INVALID
609,2025-03-17,C2034,S595,,1560.0,approved,True,False,INVALID
611,2025-04-14,C1279,S511,West,4328.0,,True,False,INVALID
612,2025-08-19,C2249,S30,South,-100.0,PENDING,False,True,INVALID
613,2025-07-28,C688,S34,East,4728.0,,False,True,INVALID
616,2025-09-26,C44,S548,South,1681.0,Cancelled,False,False,INVALID
617,2025-01-30,C2229,S229,West,-100.0,,False,True,INVALID
620,2025-11-25,C2713,S540,South,-100.0,Pending,True,False,INVALID
623,2025-02-28,C589,S590,South,-100.0,,True,False,INVALID
626,2025-10-26,C1851,S51,South,,Approved,False,True,INVALID
627,2025-03-10,C2111,S257,East,-100.0,,False,True,INVALID
630,2025-06-14,C406,S526,West,,Cancelled,True,False,INVALID
632,2025-02-25,C153,S94,East,1335.0,Pending,False,True,INVALID
633,2025-02-08,C552,S320,,-100.0,,False,True,INVALID
635,2025-12-01,C2406,S523,,3204.0,,True,False,INVALID
640,2025-01-06,C8,S485,East,-100.0,PENDING,False,True,INVALID
643,2025-06-10,C350,S555,South,,Cancelled,True,False,INVALID
647,2025-08-20,C2692,S542,,-100.0,Pending,True,False,INVALID
649,2025-05-02,C1535,S81,West,-100.0,,False,True,INVALID
651,2025-01-17,C1243,S501,North,-100.0,PENDING,True,False,INVALID
654,2025-07-29,C1821,S486,South,-100.0,,False,True,INVALID
657,2025-09-24,C2095,S89,South,2053.0,,False,True,INVALID
659,2025-10-13,C1617,S329,East,746.0,Cancelled,False,True,INVALID
660,2025-05-20,C1728,S47,,,PENDING,False,True,INVALID
663,2025-07-29,C185,S252,South,-100.0,Approved,False,True,INVALID
672,invalid_date,C442,S546,,-100.0,,True,False,INVALID
674,2025-05-04,C2888,S558,East,-100.0,,True,False,INVALID
675,2025-08-29,C2812,S483,South,,Approved,False,True,INVALID
676,2025-11-28,C2469,S526,South,1212.0,approved,False,False,INVALID
677,2025-07-07,C269,S492,,-100.0,PENDING,False,True,INVALID
678,2025-05-20,C2900,S531,North,1771.0,Approved,True,False,INVALID
687,2025-04-14,C177,S340,South,,Approved,False,True,INVALID
689,2025-09-23,C1637,S542,South,4479.0,,False,False,INVALID
691,2025-03-09,C1815,S505,East,3509.0,Approved,True,False,INVALID
693,2025-11-24,C1396,S581,West,,Cancelled,True,False,INVALID
694,2025-11-08,C2212,S66,,1487.0,Pending,False,True,INVALID
697,2025-03-25,C2834,S249,North,4674.0,,False,True,INVALID
700,2025-11-10,C1617,S332,North,,PENDING,False,True,INVALID
704,2025-09-02,C2561,S331,East,-100.0,approved,False,True,INVALID
707,2025-09-22,C133,S510,South,,Cancelled,True,False,INVALID
714,2025-01-02,C169,S548,West,-100.0,PENDING,True,False,INVALID
716,2025-12-15,C2250,S595,South,-100.0,Cancelled,True,False,INVALID
717,2025-07-06,C1809,S554,North,806.0,Pending,False,False,INVALID
719,2025-08-31,C1715,S554,South,3230.0,PENDING,True,False,INVALID
724,2025-08-21,C1988,S310,East,3568.0,Cancelled,False,True,INVALID
725,2025-11-15,C2864,S109,,,,False,True,INVALID
728,2025-03-09,C981,S569,East,-100.0,PENDING,False,False,INVALID
729,2025-06-27,C2492,S411,North,-100.0,approved,False,True,INVALID
734,2025-11-05,C472,S308,East,3356.0,Cancelled,False,True,INVALID
738,2025-07-13,C325,S358,,3023.0,Approved,False,True,INVALID
739,2025-01-19,C2928,S509,North,-100.0,approved,True,False,INVALID
742,2025-09-08,C1944,S112,West,-100.0,,False,True,INVALID
743,2025-01-08,C1249,S463,South,-100.0,approved,False,True,INVALID
749,2025-09-05,C2445,S533,East,-100.0,Pending,True,False,INVALID
750,2025-07-22,C2010,S202,West,-100.0,Pending,False,True,INVALID
753,2025-08-16,C1170,S269,North,-100.0,,False,True,INVALID
755,2025-05-18,C1235,S11,West,,Pending,False,True,INVALID
756,2025-06-25,C1248,S194,South,,,False,True,INVALID
759,2025-09-13,C2721,S583,North,-100.0,Approved,True,False,INVALID
766,2025-11-18,C363,S389,West,2866.0,PENDING,False,True,INVALID
769,2025-03-31,C1090,S509,East,,Approved,True,False,INVALID
770,2025-10-31,C872,S98,North,,Pending,False,True,INVALID
774,2025-08-20,C1501,S551,West,4051.0,Cancelled,True,False,INVALID
775,2025-07-26,C330,S580,,-100.0,Cancelled,True,False,INVALID
777,2025-12-03,C2680,S7,East,-100.0,Pending,False,True,INVALID
778,2025-04-14,C1074,S560,East,4904.0,Cancelled,True,False,INVALID
779,2025-05-04,C2747,S54,East,-100.0,Cancelled,False,True,INVALID
782,2025-01-24,C1397,S182,,,Approved,False,True,INVALID
783,2025-01-28,C271,S556,South,3387.0,PENDING,True,False,INVALID
785,2025-07-07,C971,S211,East,,PENDING,False,True,INVALID
786,2025-12-24,C2468,S210,South,-100.0,Pending,False,True,INVALID
787,2025-06-07,C2549,S598,South,-100.0,approved,True,False,INVALID
790,2025-04-30,C289,S448,North,1859.0,approved,False,True,INVALID
791,2025-02-16,C725,S544,,,approved,False,False,INVALID
795,2025-03-30,C1955,S290,West,1678.0,approved,False,True,INVALID
799,2025-07-24,C686,S94,West,,Cancelled,False,True,INVALID
800,2025-10-07,C339,S255,North,2909.0,Approved,False,True,INVALID
805,invalid_date,C2999,S564,West,3315.0,Cancelled,False,False,INVALID
808,2025-12-23,C1537,S584,North,,Cancelled,True,False,INVALID
812,2025-02-19,C1019,S234,North,-100.0,approved,False,True,INVALID
814,invalid_date,C571,S460,West,-100.0,PENDING,False,True,INVALID
822,2025-03-08,C676,S436,East,-100.0,Cancelled,False,True,INVALID
825,2025-01-04,C1522,S552,South,,PENDING,True,False,INVALID
827,2025-07-27,C1036,S515,East,4721.0,Approved,True,False,INVALID
832,2025-08-27,C1842,S125,South,-100.0,Cancelled,False,True,INVALID
835,2025-02-19,C469,S13,North,3891.0,Approved,False,True,INVALID
840,2025-09-24,C700,S258,East,,Cancelled,False,True,INVALID
842,2025-12-18,C1938,S258,,,approved,False,True,INVALID
843,2025-03-12,C2978,S5,West,-100.0,Pending,False,True,INVALID
844,2025-10-03,C946,S596,West,1016.0,Pending,True,False,INVALID
848,2025-07-23,C1415,S337,North,3836.0,PENDING,False,True,INVALID
849,invalid_date,C1840,S538,East,,Approved,True,False,INVALID
851,2025-04-25,C2727,S183,West,3849.0,,False,True,INVALID
853,invalid_date,C2580,S455,North,-100.0,approved,False,True,INVALID
861,2025-05-18,C2752,S585,East,1265.0,PENDING,True,False,INVALID
866,2025-05-09,C1475,S565,South,,Approved,True,False,INVALID
870,2025-07-12,C200,S575,North,4116.0,Pending,True,False,INVALID
872,2025-02-06,C1358,S380,West,4997.0,PENDING,False,True,INVALID
874,2025-04-14,C612,S550,South,,Pending,True,False,INVALID
875,2025-05-17,C386,S205,East,-100.0,Approved,False,True,INVALID
878,2025-11-16,C399,S272,South,,Cancelled,False,True,INVALID
879,2025-12-23,C1349,S294,West,1420.0,PENDING,False,True,INVALID
880,2025-02-04,C897,S556,East,4848.0,PENDING,False,False,INVALID
882,2025-01-19,C1852,S155,,-100.0,Pending,False,True,INVALID
883,2025-09-30,C490,S592,North,,PENDING,True,False,INVALID
884,2025-12-28,C1941,S139,South,-100.0,Pending,False,True,INVALID
890,2025-07-03,C2314,S515,West,-100.0,PENDING,True,False,INVALID
892,2025-10-24,C2433,S198,,,approved,False,True,INVALID
893,2025-04-26,C2840,S553,West,-100.0,,False,False,INVALID
902,2025-09-15,C2310,S513,South,,approved,True,False,INVALID
907,2025-07-20,C2358,S524,East,2845.0,Approved,True,False,INVALID
912,2025-05-28,C2830,S21,,-100.0,Approved,False,True,INVALID
914,2025-06-07,C599,S185,West,-100.0,Cancelled,False,True,INVALID
916,2025-12-04,C1264,S563,,4959.0,PENDING,True,False,INVALID
917,2025-07-15,C200,S558,East,-100.0,approved,True,False,INVALID
919,2025-08-23,C719,S296,,,,False,True,INVALID
921,2025-02-04,C2492,S83,South,-100.0,,False,True,INVALID
926,2025-07-20,C304,S526,North,2618.0,Cancelled,False,False,INVALID
927,2025-05-13,C38,S367,,-100.0,PENDING,False,True,INVALID
930,2025-04-25,C1273,S65,,,approved,False,True,INVALID
931,2025-08-02,C2413,S485,North,2747.0,PENDING,False,True,INVALID
934,2025-07-07,C2232,S358,West,4940.0,approved,False,True,INVALID
936,2025-07-02,C595,S249,West,3258.0,PENDING,False,True,INVALID
943,2025-05-14,C2095,S50,West,-100.0,approved,False,True,INVALID
944,2025-10-30,C242,S525,North,-100.0,Pending,False,False,INVALID
947,2025-04-14,C1451,S145,East,,Cancelled,False,True,INVALID
957,2025-03-29,C2231,S508,,2374.0,approved,False,False,INVALID
958,2025-08-29,C433,S293,,-100.0,Pending,False,True,INVALID
959,2025-07-10,C2719,S575,East,625.0,PENDING,True,False,INVALID
963,2025-07-23,C2054,S36,,,,False,True,INVALID
967,2025-09-05,C2907,S202,North,-100.0,approved,False,True,INVALID
968,2025-08-04,C2714,S551,South,3885.0,Pending,True,False,INVALID
971,2025-12-21,C2509,S34,,-100.0,approved,False,True,INVALID
974,2025-05-09,C882,S599,South,,Cancelled,True,False,INVALID
976,invalid_date,C1304,S577,West,,Cancelled,False,False,INVALID
977,2025-01-24,C58,S501,South,,Cancelled,True,False,INVALID
978,2025-08-11,C891,S376,North,,approved,False,True,INVALID
979,2025-03-29,C1876,S142,East,,Pending,False,True,INVALID
982,2025-08-31,C920,S402,North,,,False,True,INVALID
985,2025-06-19,C2547,S556,North,2529.0,Approved,True,False,INVALID
986,2025-08-04,C1697,S40,West,-100.0,Pending,False,True,INVALID
990,2025-09-03,C473,S79,North,1249.0,Cancelled,False,True,INVALID
994,2025-07-16,C2549,S513,West,,Cancelled,True,False,INVALID
997,2025-07-12,C392,S573,,,approved,True,False,INVALID
998,invalid_date,C1632,S550,,3644.0,Pending,False,False,INVALID
1000,2025-06-09,C789,S131,West,-100.0,PENDING,False,True,INVALID
1004,2025-04-12,C1019,S403,West,-100.0,,False,True,INVALID
1012,2025-03-24,C393,S585,East,-100.0,Approved,False,False,INVALID
1013,2025-12-03,C1648,S122,North,2986.0,Pending,False,True,INVALID
1015,2025-12-03,C1312,S525,East,,Pending,False,False,INVALID
1019,2025-12-27,C774,S598,South,-100.0,Pending,False,False,INVALID
1021,2025-10-11,C1932,S205,,-100.0,Approved,False,True,INVALID
1027,2025-07-18,C194,S521,North,-100.0,Pending,True,False,INVALID
1028,2025-11-17,C2739,S459,East,,Approved,False,True,INVALID
1030,2025-01-31,C857,S546,,-100.0,Pending,True,False,INVALID
1031,2025-09-18,C2609,S49,,1140.0,Approved,False,True,INVALID
1036,2025-10-16,C2738,S447,East,-100.0,Pending,False,True,INVALID
1038,2025-02-01,C554,S159,North,,approved,False,True,INVALID
1040,2025-11-28,C1787,S505,,-100.0,PENDING,True,False,INVALID
