order_id,order_date,customer_id,store_id,region,order_amount,order_status,customer_valid,store_valid,record_status
618,2025-07-17,C190,S300,East,2412.0,,True,True,VALID
622,2025-06-25,C1158,S353,nan,2897.0,,True,True,VALID
625,2025-07-21,C567,S230,West,4581.0,CANCELLED,True,True,VALID
628,2025-09-14,C2863,S14,East,3384.0,PENDING,True,True,VALID
631,2025-07-04,C562,S48,North,2086.0,APPROVED,True,True,VALID
637,2025-09-06,C942,S422,West,4168.0,CANCELLED,True,True,VALID
640,2025-01-31,C2435,S196,South,3930.0,APPROVED,True,True,VALID
655,2025-02-01,C527,S217,North,892.0,PENDING,True,True,VALID
656,2025-05-25,C715,S367,East,4746.0,,True,True,VALID
661,2025-07-31,C2345,S49,East,3252.0,,True,True,VALID
662,2025-09-05,C546,S206,East,2693.0,APPROVED,True,True,VALID
665,2025-02-05,C1353,S482,nan,3969.0,CANCELLED,True,True,VALID
671,2025-01-13,C2016,S201,North,996.0,APPROVED,True,True,VALID
683,2025-06-23,C516,S103,South,4548.0,APPROVED,True,True,VALID
685,2025-05-26,C2551,S314,West,896.0,PENDING,True,True,VALID
690,2025-01-17,C2768,S291,South,2574.0,APPROVED,True,True,VALID
695,2025-07-24,C1937,S489,West,4058.0,PENDING,True,True,VALID
696,2025-11-07,C2854,S361,East,4857.0,APPROVED,True,True,VALID
709,2025-01-24,C7,S384,North,3911.0,,True,True,VALID
712,2025-10-12,C1703,S431,East,749.0,PENDING,True,True,VALID
718,2025-11-09,C214,S488,nan,2543.0,,True,True,VALID
722,2025-05-26,C2700,S396,nan,4682.0,,True,True,VALID
723,2025-02-19,C484,S432,nan,2750.0,APPROVED,True,True,VALID
727,2025-01-10,C2036,S14,North,1245.0,PENDING,True,True,VALID
730,2025-10-05,C2044,S115,South,3290.0,,True,True,VALID
740,2025-11-23,C512,S112,South,3590.0,PENDING,True,True,VALID
748,2025-01-19,C488,S200,East,2494.0,,True,True,VALID
751,2025-04-21,C2011,S131,East,2886.0,PENDING,True,True,VALID
754,2025-06-22,C1328,S163,nan,2871.0,,True,True,VALID
761,2025-04-16,C944,S272,nan,4783.0,,True,True,VALID
762,2025-11-08,C1314,S228,South,3575.0,PENDING,True,True,VALID
764,2025-08-09,C2365,S28,nan,3622.0,PENDING,True,True,VALID
768,2025-08-30,C1199,S92,West,4949.0,PENDING,True,True,VALID
780,2025-01-26,C1341,S197,North,851.0,PENDING,True,True,VALID
781,2025-08-16,C2317,S261,South,1900.0,PENDING,True,True,VALID
803,2025-08-19,C2619,S436,West,996.0,APPROVED,True,True,VALID
806,2025-08-04,C1833,S369,North,2307.0,PENDING,True,True,VALID
807,2025-08-23,C91,S406,West,1039.0,PENDING,True,True,VALID
811,2025-12-06,C2176,S327,East,3970.0,PENDING,True,True,VALID
818,2025-04-14,C405,S466,nan,2580.0,PENDING,True,True,VALID
819,2025-04-05,C1989,S186,West,2579.0,,True,True,VALID
820,2025-02-09,C1660,S280,South,626.0,,True,True,VALID
824,2025-09-29,C1140,S97,South,4442.0,,True,True,VALID
826,2025-01-28,C852,S75,North,2387.0,PENDING,True,True,VALID
828,2025-11-28,C2381,S401,North,2809.0,PENDING,True,True,VALID
830,2025-12-27,C415,S270,South,3880.0,CANCELLED,True,True,VALID
839,2025-01-07,C1316,S112,South,3399.0,APPROVED,True,True,VALID
865,2025-10-15,C1095,S96,West,2951.0,CANCELLED,True,True,VALID
868,2025-09-23,C406,S199,North,3169.0,APPROVED,True,True,VALID
869,2025-03-15,C944,S317,North,839.0,PENDING,True,True,VALID
887,2025-05-13,C329,S441,North,3995.0,APPROVED,True,True,VALID
888,2025-08-20,C809,S417,West,1165.0,CANCELLED,True,True,VALID
894,2025-07-07,C1963,S300,North,1358.0,APPROVED,True,True,VALID
895,2025-09-20,C1393,S312,South,2998.0,CANCELLED,True,True,VALID
899,2025-10-31,C482,S147,North,1090.0,CANCELLED,True,True,VALID
901,2025-11-07,C608,S376,North,4295.0,APPROVED,True,True,VALID
905,2025-08-13,C1853,S464,North,4707.0,APPROVED,True,True,VALID
908,2025-03-04,C834,S475,North,1712.0,PENDING,True,True,VALID
910,2025-11-09,C2101,S278,East,3949.0,APPROVED,True,True,VALID
913,2025-11-11,C230,S61,West,3848.0,APPROVED,True,True,VALID
918,2025-09-12,C1423,S208,North,585.0,PENDING,True,True,VALID
922,2025-05-27,C1066,S210,North,2937.0,PENDING,True,True,VALID
923,2025-07-31,C1495,S79,South,1608.0,APPROVED,True,True,VALID
928,2026-01-01,C1131,S171,South,973.0,PENDING,True,True,VALID
937,2025-10-17,C747,S474,South,3200.0,CANCELLED,True,True,VALID
938,2025-05-05,C2891,S291,West,2154.0,PENDING,True,True,VALID
941,2025-09-28,C511,S225,North,3201.0,CANCELLED,True,True,VALID
945,2025-08-17,C2536,S161,nan,4135.0,APPROVED,True,True,VALID
951,2025-10-14,C2243,S51,South,1668.0,PENDING,True,True,VALID
953,2025-05-04,C2704,S2,nan,3866.0,,True,True,VALID
954,2025-04-17,C1432,S56,North,1345.0,CANCELLED,True,True,VALID
955,2025-07-27,C1211,S477,South,4259.0,PENDING,True,True,VALID
962,2025-01-22,C1859,S395,nan,2697.0,,True,True,VALID
964,2025-08-11,C841,S382,North,3840.0,PENDING,True,True,VALID
965,2025-01-10,C1522,S231,South,1079.0,CANCELLED,True,True,VALID
966,2025-08-31,C398,S30,South,3434.0,,True,True,VALID
970,2025-05-29,C499,S354,East,4352.0,PENDING,True,True,VALID
972,2025-03-22,C1548,S146,East,1885.0,PENDING,True,True,VALID
984,2025-05-13,C937,S92,West,4992.0,APPROVED,True,True,VALID
988,2025-02-14,C210,S228,East,2705.0,PENDING,True,True,VALID
991,2025-03-07,C2782,S25,West,1281.0,CANCELLED,True,True,VALID
1006,2025-02-28,C224,S55,East,564.0,PENDING,True,True,VALID
1016,2025-11-11,C1789,S130,East,1578.0,,True,True,VALID
1017,2025-11-02,C572,S408,South,3599.0,PENDING,True,True,VALID
1018,2025-02-26,C1840,S141,nan,2992.0,PENDING,True,True,VALID
1020,2025-10-31,C2101,S180,West,1177.0,APPROVED,True,True,VALID
1025,2025-04-23,C3,S386,West,3350.0,APPROVED,True,True,VALID
1026,2025-02-16,C495,S399,East,4817.0,PENDING,True,True,VALID
1033,2025-05-26,C1725,S422,North,4994.0,CANCELLED,True,True,VALID
1034,2025-01-04,C2665,S198,West,2806.0,APPROVED,True,True,VALID
1035,2025-09-24,C18,S488,North,2969.0,PENDING,True,True,VALID
1037,2025-05-06,C1077,S354,East,1362.0,PENDING,True,True,VALID
1039,2025-11-15,C2602,S187,West,956.0,APPROVED,True,True,VALID
1043,2025-08-17,C1966,S419,West,4532.0,APPROVED,True,True,VALID
1044,2025-12-18,C2201,S262,nan,919.0,PENDING,True,True,VALID
1045,2025-04-06,C89,S172,North,724.0,CANCELLED,True,True,VALID
1054,2025-09-16,C930,S489,nan,4920.0,PENDING,True,True,VALID
1055,2025-02-22,C664,S309,South,587.0,APPROVED,True,True,VALID
1062,2025-03-07,C1588,S217,East,1202.0,APPROVED,True,True,VALID
1065,2025-03-06,C1260,S275,nan,4542.0,CANCELLED,True,True,VALID
1070,2025-10-08,C1801,S133,South,3125.0,,True,True,VALID
1071,2025-07-03,C1903,S89,North,3233.0,CANCELLED,True,True,VALID
1076,2025-01-03,C2167,S278,North,2379.0,PENDING,True,True,VALID
1079,2025-09-13,C536,S263,West,872.0,,True,True,VALID
1080,2025-03-01,C371,S158,East,4246.0,,True,True,VALID
1084,2025-04-16,C2209,S232,South,3666.0,,True,True,VALID
1086,2025-06-11,C1565,S12,West,866.0,PENDING,True,True,VALID
1097,2025-11-27,C2640,S148,East,3438.0,PENDING,True,True,VALID
1098,2025-05-08,C311,S60,West,4507.0,CANCELLED,True,True,VALID
1112,2025-10-13,C2346,S418,nan,2576.0,,True,True,VALID
1118,2025-01-08,C1356,S465,North,935.0,PENDING,True,True,VALID
1121,2025-08-28,C2803,S9,West,3579.0,APPROVED,True,True,VALID
1125,2025-08-20,C2829,S341,North,2514.0,,True,True,VALID
1143,2025-01-05,C2993,S24,nan,3566.0,PENDING,True,True,VALID
1144,2025-09-16,C2912,S200,North,4152.0,,True,True,VALID
1155,2025-08-25,C1522,S167,South,1406.0,PENDING,True,True,VALID
1158,2025-11-13,C635,S108,North,4405.0,PENDING,True,True,VALID
1171,2025-05-21,C2194,S137,West,2435.0,PENDING,True,True,VALID
1173,2025-06-13,C256,S168,South,4471.0,APPROVED,True,True,VALID
1177,2025-03-15,C2752,S53,West,2870.0,CANCELLED,True,True,VALID
1182,2025-03-30,C533,S231,East,1482.0,,True,True,VALID
1186,2025-09-19,C764,S20,West,4400.0,PENDING,True,True,VALID
1195,2025-04-12,C2805,S321,West,1958.0,CANCELLED,True,True,VALID
1203,2025-11-10,C32,S231,North,1751.0,PENDING,True,True,VALID
1204,2025-07-01,C489,S491,West,1198.0,APPROVED,True,True,VALID
1212,2025-03-06,C699,S185,North,3498.0,PENDING,True,True,VALID
1228,2025-06-01,C1605,S45,nan,3952.0,,True,True,VALID
1229,2025-05-01,C2045,S460,North,4722.0,APPROVED,True,True,VALID
1230,2025-10-27,C1324,S259,East,1564.0,,True,True,VALID
1239,2025-06-30,C485,S366,South,3868.0,PENDING,True,True,VALID
1243,2025-05-08,C807,S285,North,1579.0,APPROVED,True,True,VALID
1249,2025-09-16,C1508,S473,nan,4640.0,PENDING,True,True,VALID
1252,2025-05-09,C244,S278,East,4489.0,PENDING,True,True,VALID
1258,2025-07-16,C2898,S374,South,2515.0,APPROVED,True,True,VALID
1264,2025-10-25,C2459,S499,South,884.0,,True,True,VALID
1270,2025-02-09,C2258,S60,East,3448.0,CANCELLED,True,True,VALID
1278,2025-04-21,C967,S27,South,4961.0,PENDING,True,True,VALID
1281,2025-11-04,C2584,S205,West,547.0,PENDING,True,True,VALID
1287,2025-06-01,C2934,S168,South,4406.0,PENDING,True,True,VALID
1289,2025-02-06,C1564,S356,South,1923.0,,True,True,VALID
1292,2025-11-23,C2843,S340,nan,1155.0,,True,True,VALID
1298,2025-06-14,C593,S121,nan,2282.0,PENDING,True,True,VALID
1302,2025-10-07,C699,S89,nan,1179.0,PENDING,True,True,VALID
1308,2025-08-27,C50,S86,North,2782.0,PENDING,True,True,VALID
1314,2025-08-29,C2896,S31,West,3771.0,CANCELLED,True,True,VALID
1316,2025-04-12,C1709,S381,East,1482.0,APPROVED,True,True,VALID
1317,2025-09-26,C2741,S387,North,4240.0,PENDING,True,True,VALID
1321,2025-08-03,C2517,S384,East,1189.0,PENDING,True,True,VALID
1337,2025-11-20,C1259,S300,East,2253.0,APPROVED,True,True,VALID
1339,2025-05-31,C1295,S192,East,984.0,PENDING,True,True,VALID
1340,2025-04-10,C852,S90,South,993.0,CANCELLED,True,True,VALID
1341,2025-01-11,C1738,S15,North,4126.0,APPROVED,True,True,VALID
1348,2025-06-29,C620,S470,North,4888.0,PENDING,True,True,VALID
1351,2025-03-13,C77,S74,nan,3933.0,APPROVED,True,True,VALID
1352,2025-12-15,C637,S193,West,2656.0,CANCELLED,True,True,VALID
1360,2025-10-26,C1480,S79,West,4161.0,CANCELLED,True,True,VALID
1361,2025-05-29,C2592,S210,West,3869.0,APPROVED,True,True,VALID
1363,2025-02-06,C2676,S337,South,3318.0,APPROVED,True,True,VALID
1365,2025-11-09,C2928,S8,nan,2284.0,PENDING,True,True,VALID
1371,2025-07-29,C2020,S441,East,4425.0,APPROVED,True,True,VALID
1375,2025-09-20,C687,S249,West,2294.0,CANCELLED,True,True,VALID
1378,2025-03-27,C1100,S380,nan,3885.0,PENDING,True,True,VALID
1379,2025-06-03,C2694,S238,North,1397.0,APPROVED,True,True,VALID
1380,2025-02-17,C2657,S248,East,3281.0,APPROVED,True,True,VALID
1394,2025-08-17,C72,S141,West,1445.0,CANCELLED,True,True,VALID
1399,2025-05-27,C910,S245,West,1928.0,PENDING,True,True,VALID
1400,2025-03-04,C2412,S348,North,2443.0,APPROVED,True,True,VALID
1406,2025-04-17,C610,S348,East,1934.0,PENDING,True,True,VALID
1407,2025-02-03,C2247,S5,North,2105.0,PENDING,True,True,VALID
1421,2025-01-11,C2689,S231,North,750.0,PENDING,True,True,VALID
1423,2025-06-20,C2057,S7,nan,1359.0,PENDING,True,True,VALID
1424,2025-11-21,C176,S151,South,2788.0,PENDING,True,True,VALID
1425,2025-02-10,C1758,S28,East,3743.0,APPROVED,True,True,VALID
1431,2025-10-15,C2291,S418,West,2629.0,,True,True,VALID
1432,2025-10-09,C1233,S66,North,4244.0,,True,True,VALID
1434,2025-07-04,C1243,S391,South,4315.0,CANCELLED,True,True,VALID
1438,2025-08-08,C1314,S297,nan,2369.0,APPROVED,True,True,VALID
1447,2025-03-01,C2965,S301,nan,3685.0,CANCELLED,True,True,VALID
1455,2025-04-19,C1111,S406,East,4049.0,APPROVED,True,True,VALID
1457,2025-12-03,C2945,S425,South,2193.0,APPROVED,True,True,VALID
1471,2025-06-26,C109,S217,South,4792.0,CANCELLED,True,True,VALID
1476,2025-03-21,C352,S307,South,2382.0,PENDING,True,True,VALID
1478,2025-08-04,C748,S213,West,2730.0,PENDING,True,True,VALID
1479,2025-12-13,C2495,S442,East,4586.0,APPROVED,True,True,VALID
1481,2025-06-07,C964,S62,South,4483.0,,True,True,VALID
1483,2025-04-29,C2338,S360,nan,3513.0,CANCELLED,True,True,VALID
1486,2025-05-18,C860,S280,West,993.0,APPROVED,True,True,VALID
1488,2025-07-31,C2619,S277,nan,1378.0,APPROVED,True,True,VALID
1489,2025-06-13,C303,S132,North,2839.0,APPROVED,True,True,VALID
1493,2025-09-21,C840,S327,East,2127.0,CANCELLED,True,True,VALID
1497,2025-09-18,C2213,S475,nan,827.0,,True,True,VALID
1504,2025-06-05,C430,S134,South,4176.0,PENDING,True,True,VALID
1507,2025-03-17,C1111,S384,nan,1571.0,PENDING,True,True,VALID
1510,2025-08-31,C644,S298,nan,4473.0,PENDING,True,True,VALID
1512,2025-12-24,C190,S98,nan,1202.0,APPROVED,True,True,VALID
1519,2025-10-13,C2097,S360,South,1372.0,APPROVED,True,True,VALID
1521,2025-07-29,C1254,S71,South,4051.0,CANCELLED,True,True,VALID
1522,2025-05-17,C2980,S96,East,3109.0,CANCELLED,True,True,VALID
1523,2025-02-01,C90,S362,West,1733.0,APPROVED,True,True,VALID
1524,2025-08-14,C1117,S151,South,4623.0,PENDING,True,True,VALID
1526,2025-10-07,C2366,S166,North,1951.0,PENDING,True,True,VALID
1530,2025-06-07,C110,S381,nan,4675.0,PENDING,True,True,VALID
1539,2025-05-30,C1550,S428,nan,632.0,APPROVED,True,True,VALID
1541,2025-04-17,C2367,S145,West,2683.0,PENDING,True,True,VALID
1546,2025-03-04,C2575,S405,South,4922.0,PENDING,True,True,VALID
1551,2025-06-02,C50,S170,nan,2450.0,APPROVED,True,True,VALID
1557,2025-04-04,C49,S225,nan,3113.0,PENDING,True,True,VALID
1560,2025-06-09,C266,S38,North,3479.0,PENDING,True,True,VALID
1564,2025-02-11,C916,S35,nan,2976.0,APPROVED,True,True,VALID
1565,2025-01-01,C750,S88,North,571.0,,True,True,VALID
1568,2025-05-19,C287,S473,South,1971.0,APPROVED,True,True,VALID
1569,2025-12-27,C2629,S59,South,2487.0,,True,True,VALID
1578,2025-03-09,C2575,S322,East,3417.0,PENDING,True,True,VALID
1591,2025-12-03,C19,S326,South,2802.0,PENDING,True,True,VALID
1595,2025-11-03,C844,S94,nan,4564.0,CANCELLED,True,True,VALID
1596,2025-09-06,C1510,S55,North,1456.0,PENDING,True,True,VALID
1598,2025-04-11,C1503,S272,South,3857.0,CANCELLED,True,True,VALID
1601,2025-04-01,C2523,S267,nan,4213.0,CANCELLED,True,True,VALID
1605,2025-06-18,C281,S413,North,1076.0,PENDING,True,True,VALID
1620,2025-05-20,C2199,S229,North,580.0,PENDING,True,True,VALID
1629,2025-02-25,C1411,S230,South,4694.0,CANCELLED,True,True,VALID
1641,2025-05-18,C548,S379,South,4782.0,CANCELLED,True,True,VALID
1643,2025-04-24,C1414,S397,nan,3158.0,APPROVED,True,True,VALID
1649,2025-12-28,C1780,S165,East,3577.0,,True,True,VALID
1653,2025-04-24,C1662,S4,West,3510.0,CANCELLED,True,True,VALID
1656,2025-08-11,C2890,S439,East,2517.0,PENDING,True,True,VALID
1657,2025-11-10,C2410,S119,West,4469.0,PENDING,True,True,VALID
1659,2025-04-24,C796,S62,South,907.0,APPROVED,True,True,VALID
1662,2025-10-01,C1058,S327,West,2687.0,APPROVED,True,True,VALID
1666,2025-09-20,C1236,S366,East,2362.0,APPROVED,True,True,VALID
1678,2025-01-02,C2894,S282,nan,3521.0,,True,True,VALID
1685,2025-05-08,C1441,S480,South,2619.0,PENDING,True,True,VALID
1686,2025-06-21,C2924,S434,West,1479.0,APPROVED,True,True,VALID
1707,2025-05-20,C2399,S198,nan,4288.0,APPROVED,True,True,VALID
1709,2025-09-13,C2661,S186,West,2991.0,,True,True,VALID
1713,2025-10-31,C186,S485,North,1116.0,APPROVED,True,True,VALID
1718,2025-04-26,C1487,S252,South,2481.0,PENDING,True,True,VALID
1724,2025-05-13,C2768,S451,nan,3481.0,CANCELLED,True,True,VALID
1732,2025-03-13,C1380,S92,South,4976.0,APPROVED,True,True,VALID
1740,2025-05-15,C2247,S424,South,1007.0,APPROVED,True,True,VALID
1748,2025-01-02,C1089,S46,South,2571.0,,True,True,VALID
1759,2025-02-25,C1141,S131,North,586.0,CANCELLED,True,True,VALID
1760,2025-06-04,C1070,S268,East,4805.0,,True,True,VALID
1771,2025-12-05,C1504,S96,South,1229.0,,True,True,VALID
1781,2025-04-15,C1135,S435,nan,1073.0,APPROVED,True,True,VALID
1782,2025-10-09,C903,S116,South,3323.0,PENDING,True,True,VALID
1785,2025-10-18,C1669,S240,North,2306.0,APPROVED,True,True,VALID
1795,2025-03-03,C922,S355,North,3564.0,PENDING,True,True,VALID
1797,2025-05-26,C729,S460,South,2091.0,,True,True,VALID
1806,2025-01-31,C2394,S47,East,4562.0,CANCELLED,True,True,VALID
1808,2025-08-10,C1597,S77,East,2044.0,PENDING,True,True,VALID
1814,2025-04-01,C1390,S222,nan,3965.0,PENDING,True,True,VALID
1815,2025-11-09,C1534,S165,nan,4319.0,,True,True,VALID
1818,2025-07-22,C2257,S195,East,1278.0,PENDING,True,True,VALID
1819,2025-06-02,C305,S297,South,2754.0,PENDING,True,True,VALID
1826,2025-04-09,C1652,S41,North,1776.0,,True,True,VALID
1836,2025-02-23,C1733,S245,East,4207.0,PENDING,True,True,VALID
1837,2025-12-20,C1527,S251,nan,4745.0,PENDING,True,True,VALID
1844,2025-09-22,C228,S55,East,3479.0,CANCELLED,True,True,VALID
